usr_id,mentions
130668639,16463397
25978296,None
268528079,16213404
1487213216,2916395070
483608501,None
612440918,None
110399904,None
420135247,None
66917778,16734909
44303836,None
940019184657825792,16213404
940019184657825792,16734909
1672847378,None
43801405,16213404
43801405,16734909
31688219,None
90501912,None
580800202,60779696
59691543,None
63710101,16213404
373149557,63025854
373149557,999124148
746896441,None
457935001,16213404
2460748716,None
23052065,None
2872004838,None
374512020,16213404
24625637,None
580800202,29420301
17896551,None
59389707,16213404
1155947208,16734909
14439107,None
387530172,None
30646765,None
16627712,None
224988372,16213404
23161275,None
2573938082,2916395070
107918290,None
36883461,None
543143395,None
1890229081,None
25789302,None
164131639,66917778
265219835,16734909
265219835,18658280
265219835,16213404
101423708,None
35916487,16213404
35916487,16734909
168130981,519388948
168130981,16734909
163767099,195635551
1248016358,16734909
554060122,None
572517071,16213404
572517071,16734909
2675562673,16213404
25978296,17250722
216989103,None
2351048336,16734909
2351048336,88593058
2351048336,55432787
2351048336,17218802
2351048336,18179497
18851974,None
76842602,16734909
1051794430359826432,16213404
820757887299399680,34216271
940019184657825792,16213404
940019184657825792,16734909
1557458935,16213404
1557458935,16734909
3055873556,None
64380320,None
1318465213,None
276763982,None
229823662,None
221649615,None
1180481659,None
2602506410,None
48843089,None
933826171,16213404
54873716,None
446764989,None
49579094,None
2457588668,110399904
2991894054,None
19234806,None
1060338999611420672,16213404
1654861243,None
2415566748,None
445880830,None
30646765,30646765
20909123,None
373149557,63025854
373149557,844579106
181461665,None
303525954,None
80502310,None
823329,None
209942777,None
85053059,1328864000730251264
2148305090,2410517160
130668639,None
24336528,16734909
24336528,34116377
838325978929618944,None
50610631,16213404
2460748716,None
814568231495077892,16734909
1654861243,1654861243
164975989,1146707352
2402502044,None
1039673719080333313,16213404
17250722,None
1008644438246109184,None
708615544421756929,176811097
2507337876,721655916005724161
48843089,17250722
3120268461,None
805322383217160192,14707794
805322383217160192,16734909
805322383217160192,132655296
25036511,None
240951988,229823662
44091722,None
413755830,16734909
309621851,16213404
309621851,16734909
3000608887,None
1644849428,None
512774696,None
825621099203305474,None
25278550,None
18789291,None
262409107,None
261097885,95091601
307811039,16213404
307811039,16734909
457935001,16213404
107918290,None
1033826336,None
47946537,16734909
20355179,16213404
20355179,16734909
20355179,16213404
2485269284,None
138559532,None
371646780,25036511
371646780,43304756
914553998614466560,16734909
704234715989954560,None
483608501,None
253410837,None
1206858936,1206858936
349944567,16213404
214770574,None
3404786713,16213404
17682476,None
27572392,16734909
27572392,68128023
394529489,16213404
2288681665,None
1015176926665703425,2916395070
309621851,16213404
3383978613,None
371646780,25036511
864016860626296832,None
3054088808,16213404
25463487,2916395070
1545272263,76842602
1545272263,16734909
3555381912,76842602
3555381912,16734909
756822525129003008,None
491227971,None
2681647628,78907272
2636211890,None
1051449101483560960,16213404
20122977,16213404
20122977,16734909
78851923,16213404
114452953,16213404
114452953,16734909
2218476913,22573600
559223515,None
176269471,None
510813253,None
1527339204,None
29359951,None
25036511,None
3022615789,None
612440918,None
3243893253,16213404
15715727,None
49975241,None
20909123,None
497784358,None
38392608,None
130668639,None
1650008658,None
384789530,None
1040425817136750592,16213404
160001397,None
156794570,16213404
156794570,16734909
2653823557,25297301
420135247,None
293782486,76842602
293782486,16734909
1008644438246109184,None
782959125076414464,None
446764989,None
3305569202,16213404
3305569202,16734909
1020168871246888960,16213404
34775569,16734909
19684618,None
700914356372910082,None
1108104595,746896441
631790990,None
612498975,None
2402502044,None
42868418,None
445880830,21242757
264175249,None
22907874,None
151543415,None
260532533,None
536088881,721655916005724161
56571249,None
932911346,95091601
932911346,16734909
932911346,16734909
15912718,16734909
25978296,None
373149557,844579106
182170529,None
823329,None
281897397,None
224594647,None
1644849428,None
2460748716,None
208051179,16213404
17203386,None
371646780,1146707352
53864354,22573600
3356383392,1527339204
25036511,None
3996268452,None
81559648,16734909
3102908108,None
39670640,None
2601524623,None
480056249,None
4899639072,None
25664945,None
581098353,None
1035861392941895680,None
1429950312,None
44091722,None
1662016292,None
136548362,None
798994719938265092,16734909
340242890,14707794
340242890,16734909
2855113556,None
21463094,None
2191681093,None
801741319496339456,63942152
801741319496339456,16213404
801741319496339456,16734909
1360638199,None
78907272,None
2281867076,16213404
2281867076,16734909
48843089,20838395
4899639072,17250722
562536268,16213404
744457878661009408,16213404
1739847991,None
1672847378,None
53510256,16734909
53510256,38108726
53510256,57857740
53510256,21942470
1155947208,None
23714546,16213404
961447231571116032,None
37645010,None
15715727,None
290914079,None
1000523039321161728,None
727774679293923329,16734909
727774679293923329,1216869159557947393
727774679293923329,1665917820
94770065,None
42177568,420135247
2160931,None
989342196162678784,None
17250722,None
151498176,None
373149557,772692799967723520
369158562,None
220271183,16213404
467130216,None
315651768,None
525006087,None
2812001575,None
48843089,25978296
1363461480,49975241
25907015,None
1206858936,None
3022615789,None
108852664,25036511
108852664,43304756
483608501,None
42361742,None
520245805,None
287085540,25278550
25036511,None
1376950904,16094885
746896441,None
229823662,None
2148305090,1328864000730251264
31069012,183770461
557344637,None
890354317,None
92624890,None
3555381912,None
192457318,None
417797707,None
387530172,None
716388817242968064,None
43014721,None
221649615,2235731509
221649615,16734909
55737360,None
59691543,None
1060458175361478656,None
21242757,None
21979491,None
3662331,None
28986343,None
2579554963,42868418
2812567998,None
108852664,25036511
269059493,16627712
277857690,None
4899639072,None
3102908108,42868418
95399839,17250722
618537899,None
823097759649579009,None
138330075,None
2893387628,None
214770574,25978296
457935001,None
174082870,None
173639428,25978296
1006726188729917440,None
168473130,None
5849482,None
2460748716,None
38392608,78907272
23052065,None
95091601,16734909
704234715989954560,None
1466312012,None
243882040,27572392
243882040,16734909
243882040,68128023
827691771735863296,34116377
219089769,16734909
130668639,None
446764989,None
3142098131,16213404
3142098131,16734909
276763982,None
252591436,None
1054759711,16213404
1215388154,60779696
60016017,20355179
60016017,16213404
60016017,16734909
373149557,499435681
237110655,76842602
237110655,16734909
814568231495077892,2601524623
881080172522250241,None
870142774582026246,14944735
870142774582026246,95091601
870142774582026246,16213404
394529489,16213404
20838395,None
1033187471142440960,None
260106537,None
2556710096,16213404
2556710096,16734909
221649615,17503820
221649615,17456542
221649615,2768501
843035790,16734909
249599808,None
188657822,None
833536909,None
1363461480,25036511
6190272,None
1261532071,None
285505398,None
249913529,None
381446240,None
2681948222,3555381912
2589379322,None
213379405,None
25664945,None
147040968,None
805322383217160192,14707794
805322383217160192,297821885
805322383217160192,16734909
805322383217160192,132655296
805322383217160192,16463397
3812899180,1092378031
2402502044,None
18131073,None
202131330,16213404
70853866,None
936010549615214592,420135247
15510386,None
15715727,16734909
28793850,None
3055873556,None
57776705,None
2175152556,None
480056249,898844695425503233
840050405878845440,None
21463094,None
17353325,500246788
17353325,1486330544875003904
17353325,16213404
1654861243,None
26208548,None
16303952,16734909
3305569202,16213404
3305569202,16734909
281897397,None
853993176,None
977503490258878465,None
1333360170,None
287143228,None
487332963,16213404
799802478833242112,16734909
1039835951554420736,None
3383978613,None
40182193,None
272761009,16213404
175243720,None
337382401,16734909
219089769,76842602
219089769,16734909
891638122018095104,16213404
132445467,None
373149557,63025854
373149557,2688731112
305314354,95091601
305314354,16734909
2450699564,None
3040447639,16213404
2601524623,None
183492539,None
1008644438246109184,None
278404976,None
107918290,None
22187462,2603192304
22187462,16734909
22187462,16213404
483608501,None
313187605,34116377
81731342,None
816615996,None
886742549209030656,16213404
1654861243,1654861243
446764989,None
284102172,16213404
284102172,16734909
24336528,16734909
1882534884,None
14746450,None
460767452,None
62794561,16734909
62794561,34116377
59691543,None
704234715989954560,None
273939142,1242409188
843249580351348737,361514032
229823662,None
163728684,None
1487213216,29420301
384789530,None
169840366,16213404
169840366,16734909
2301078271,4899639072
26694521,16213404
25463487,16627712
813276,332788038
700914356372910082,None
25036511,None
2594593944,16213404
2594593944,None
176811097,None
4904265235,2916395070
176393345,None
130481653,None
1031120657013071872,76842602
1031120657013071872,16734909
29420301,None
130668639,None
4763200046,None
877795221538447360,16094885
2195541126,25036511
2195541126,43304756
2681948222,95091601
2681948222,16734909
104758530,104758530
19684618,None
94770065,None
483275549,16734909
1055381716934713344,16213404
3244096784,None
25978296,None
1032621676997963776,None
34653764,None
909053556199587844,None
275947438,16734909
618537899,None
593660787,None
896622942469070848,None
373149557,63942152
373149557,246532728
414460605,None
139012276,None
1651621050,22573600
160001397,None
384789530,78851923
384789530,16213404
374512020,None
2916395070,None
1031500750352875520,None
3022615789,None
2148305090,None
2536650650,None
420135247,None
214770574,None
421403485,None
3555381912,None
44312583,None
25907015,None
828914396713738240,None
2160931,None
1974472332,519388948
1974472332,16734909
324901003,16213404
324901003,16734909
324901003,95766807
38392608,None
815036728314511360,16213404
2485269284,None
312991399,487332963
312991399,16213404
19489002,None
276763982,None
19263735,None
360897540,None
164131639,414460605
17682476,None
483608501,None
44091722,None
2995708884,None
21242757,None
260106537,None
288747241,None
543143395,None
562536268,16213404
2460666277,None
224988372,16213404
823329,None
1481475942,None
2580040976,2916395070
2995868749,None
457935001,None
833553929396826112,16213404
2831068098,None
2489255724,16213404
258289977,16213404
38392608,29420301
2681647628,25036511
2681647628,43304756
932135957158961152,16213404
3311026693,None
42308514,None
16213404,None
17250722,None
94770065,None
124385632,None
373149557,63025854
373149557,373149557
1341381270,16094885
853993176,None
58727166,None
6190272,None
75936169,None
20355179,16213404
20355179,16734909
20355179,16213404
66917778,68128023
131711235,None
509319460,2542290469
700914356372910082,None
34775569,16734909
725862937,16213404
154817578,None
2148305090,None
47874155,None
44303836,1137661725040209921
1526946950,None
1344228505,None
512774696,None
799802478833242112,None
1008857228265193472,None
48843089,104758530
10454202,None
2460748716,None
107918290,None
187728730,None
19684618,None
1008918434384470018,None
283267184,None
618537899,None
1341381270,16094885
2855113556,None
95340526,None
1323473078,16734909
1323473078,16213404
2579554963,95091601
2579554963,17456542
381922706,20559705
163048682,None
414460605,None
24864618,None
20838395,None
426070710,16094885
4899639072,25978296
949019370,None
246186918,None
509674759,None
1155947208,16734909
1155947208,1137661725040209921
1008857228265193472,95091601
36289854,None
941608664196046848,16213404
483608501,None
62628195,None
1044448526925627392,None
579774943,16796812
15672964,16213404
15672964,16734909
1033826336,16734909
814662661,None
840513068186587136,None
394529489,16213404
1108104595,2542290469
345890573,None
1330730270,1152315522
34653764,None
1297604689,16213404
1297604689,16734909
17534514,None
47946537,None
556772027,16213404
556772027,16734909
73284684,None
536088881,None
196003713,None
373149557,None
362743043,60779696
845029439683493888,None
33139292,None
260106537,None
21352453,None
1215388154,None
25789302,None
15510386,16213404
53510256,None
42177568,None
899493183071035392,None
59389707,None
2328139452,246186918
30755003,None
67244474,3555381912
178668890,None
329539091,None
1044288331197108229,None
17896551,None
20838395,None
1445053273,None
37891446,None
15715727,None
25924468,16627712
95718878,None
36883461,16213404
107918290,None
56571249,16213404
23052065,None
19234806,None
42177568,47874155
1088307564,16734909
612440918,None
446764989,None
1087695565,16213404
4790526200,None
78851923,16213404
2402502044,None
15608568,95091601
15608568,16734909
54441473,None
307811039,None
42177568,66917778
36587437,None
2399002986,None
4899639072,246058485
4899639072,16734909
4899639072,16213404
426070710,16094885
219089769,76842602
219089769,16734909
741933560118968321,16734909
151364207,None
823329,None
3305569202,16213404
3305569202,16734909
27216368,None
1654861243,None
376113440,None
1146707352,None
387530172,None
2601524623,None
214770574,16734909
1019122719122583553,None
1654861243,1654861243
2396932903,None
519388948,None
171834274,16213404
490004654,None
277857690,None
60016017,309621851
60016017,16213404
60016017,16734909
1240165316,None
354649467,None
260532533,None
882349029841031168,None
174082870,None
169840366,16213404
1024196881365102593,16213404
373149557,63025854
373149557,246532728
922941056,16094885
2750756900,None
3013314961,16213404
1008857228265193472,183770461
540744197,16734909
814568231495077892,16734909
457935001,None
85795383,2768501
49579094,None
1006726188729917440,None
304856790,224592951
304856790,16796812
304856790,63942152
304856790,47318173
304856790,252833329
304856790,20559705
304856790,1550270612396212225
304856790,49499855
304856790,2757922069
304856790,21961243
2485269284,None
44091722,None
933494937898819584,None
483608501,None
24336528,16734909
704234715989954560,None
154059448,None
16590124,618537899
1590437720,None
145837395,None
94690140,None
17250722,None
94770065,None
899493183071035392,None
929646993831424000,16213404
2976018906,None
21971785,None
1054035642,None
3028948617,None
47008273,None
2450699564,None
554060122,None
296514788,None
151543415,42177568
139692032,None
95340526,None
26208548,None
2837256067,None
243882040,1146707352
1323473078,16213404
33701821,None
38392608,None
1010376162973892608,16213404
15715727,None
251486833,None
867040482,None
60779696,None
414460605,None
18710072,None
107918290,None
1348666956,16213404
384969455,29947296
261461651,None
25664945,None
2898761366,16734909
25036511,None
15250661,16734909
374512020,None
446764989,None
987646591,None
56047334,None
3163438189,None
2594593944,16213404
175243720,3555381912
2460748716,None
373149557,63025854
373149557,451586190
373149557,21023891
25475854,None
42177568,None
17682476,None
104758530,None
142143785,16213404
228306267,16213404
1661565902,None
822293729843085313,16734909
16431681,38630406
16431681,15897843
202131330,16213404
23052065,None
21995533,None
1494336758,16213404
1004286794446209024,None
4546668492,None
288462998,None
3789793212,16213404
95399839,47008273
130481653,None
1044448526925627392,None
746179001819881472,None
1033826336,None
922941056,4216062853
922941056,16094885
922941056,1220672760
887598800453255169,195635551
16627712,None
919858469783531521,175243720
2402502044,None
1344228505,None
17203386,None
21171643,16213404
260532533,None
1360638199,27216368
175243720,1466312012
229823662,None
2423486102,None
919858469783531521,175243720
309966799,16734909
255807625,95091601
255807625,16734909
2958986096,16213404
860585446493081600,2457102062
860585446493081600,3307984163
860585446493081600,223429736
860585446493081600,326680214
1389313368,25297301
1389313368,16734909
1389313368,1137661725040209921
66917778,None
6174712,16734909
2449582513,None
94459487,None
413755830,16734909
289273038,None
59691543,38108726
15608568,56571249
15608568,16213404
480056249,None
24640156,16213404
24640156,16734909
24640156,16832632
211113654,None
2993129827,60779696
426070710,16627712
175243720,2460748716
580800202,29420301
10454202,None
2485269284,None
813276,None
714203470698401792,16734909
249599808,None
59086819,None
19263735,None
28986343,None
414460605,None
219089769,178668890
25907015,None
2826188346,None
2857407877,16213404
2857407877,16734909
1000523039321161728,16213404
81559648,42177568
101423708,None
44104413,None
163728684,None
15715727,None
19198034,None
557344637,66917778
557344637,167281867
3166346636,16734909
384233102,None
28793850,95766807
941608664196046848,16213404
264175249,None
41461952,None
216989103,None
369158562,None
373149557,63025854
373149557,373149557
1333360170,16734909
1333360170,1137661725040209921
17682476,None
1039835951554420736,None
797149344,None
618537899,None
42177568,None
593660787,None
164131639,66917778
1033826336,None
864068905,16213404
2507337876,None
1376950904,60779696
473799321,None
17250722,16213404
31367001,16627712
95091601,None
286872483,16213404
1330730270,None
39670640,None
821696732505346048,16213404
821696732505346048,16734909
42177568,414460605
362743043,304856790
362743043,224592951
362743043,16796812
362743043,63942152
362743043,47318173
362743043,252833329
362743043,20559705
362743043,1550270612396212225
362743043,49499855
368607593,None
446764989,None
2601524623,None
373669546,None
3714279612,16213404
242116353,None
25978296,None
40408407,38108726
154383048,16734909
154383048,1137661725040209921
205129335,16627712
1404087277,373149557
1404087277,63942152
1404087277,246532728
265931291,2402502044
29714420,16213404
203835977,188143601
203835977,14707794
203835977,16734909
203835977,132655296
203835977,16463397
219089769,1146707352
543143395,None
132445467,None
38392608,None
25036511,1498783029019525126
18710072,823329
147040968,None
31703492,None
3825034152,None
2882986945,134646048
16432608,None
2402502044,None
47874155,None
498575611,None
347592110,34116377
347592110,16734909
347592110,16213404
63871928,None
178668890,None
107918290,None
586138753,16213404
438078162,None
984372566,16213404
984372566,16734909
918627886638153728,None
23700113,16734909
490004654,16213404
192186952,16734909
24308172,None
975538578,None
175243720,369158562
1248016358,34116377
2681647628,6174712
2681647628,16734909
29359951,None
23412603,None
483608501,None
66101727,None
373149557,21023891
922941056,306616453
922941056,16094885
381446092,None
2152416404,None
4899639072,None
546765821,16213404
364706947,16213404
2916395070,None
1039835951554420736,None
250539105,None
57871450,66917778
57871450,68128023
2276873690,None
37645010,None
1672847378,None
1601937732,384233102
3555381912,None
2328139452,23700113
1008918434384470018,None
40252233,None
313187605,None
14707794,None
216989103,None
34653764,None
255475096,None
1344228505,66917778
243882040,47874155
45465394,None
877795221538447360,66917778
756691491582513152,16213404
446764989,None
2995868749,None
288462998,None
420135247,None
299602313,None
16431681,42177568
483275549,16734909
480306928,None
1527339204,None
1033187471142440960,None
3558168674,16734909
3825034152,None
174082870,None
3022615789,None
977503490258878465,None
517357328,16213404
407498234,25978296
704234715989954560,None
1218180463,None
48843089,None
3601291334,16213404
60016017,16213404
182170529,None
170132632,None
712322838,16213404
712322838,16734909
196003713,None
15241751,None
1363461480,76842602
1363461480,16734909
219089769,183770461
520719713,16213404
216507928,14707794
216507928,16734909
216507928,132655296
1155947208,29420301
1155947208,16734909
58777157,2845114789
28256817,16734909
373149557,21023891
130668639,None
94770065,None
214246888,None
15510386,None
874229845210783746,None
2228695454,None
132880659,None
2460748716,None
371646780,185614627
1033826336,None
56352779,1033826336
56352779,16734909
827691771735863296,20559705
825558266436390912,26694521
825558266436390912,16213404
3356383392,1527339204
928174742267297792,None
21352453,None
360897540,None
176122504,16734909
2636211890,16213404
369158562,None
18710072,15672964
18710072,16213404
18710072,16734909
17250722,None
33139292,16734909
2579554963,None
867040482,None
746896441,None
20838395,None
49579094,None
18131073,None
125486974,16734909
923442712816189440,None
527322471,16213404
25664945,None
1124567611,None
98309386,None
746593379597721600,1115758193609601024
1028901576558034944,None
156534744,None
9609632,None
25227822,None
977784528998621184,None
446764989,None
29420301,None
249599808,None
23495228,None
23052065,None
155786385,None
28793850,None
612440918,None
95091601,16734909
95091601,34116377
483608501,None
373149557,114936799
373149557,1299433878
224988372,16213404
24336528,None
1006726188729917440,None
387530172,None
260106537,None
260532533,None
3304682232,None
25789302,None
38392608,None
1520813426,None
34204774,None
29922585,16627712
485209055,None
1240165316,None
15250661,34116377
15250661,34116377
15250661,16734909
251486833,25978296
429637973,16734909
1008857228265193472,None
490004654,16213404
899493183071035392,None
20838395,None
1572338310,20559705
3305569202,16213404
3305569202,16734909
845029439683493888,None
59389707,None
94770065,None
2681647628,17250722
1330730270,None
69245141,None
483275549,None
1344228505,None
38392608,229823662
160001397,None
1468323792,16213404
512774696,None
48843089,36289854
823329,None
1677921235,None
1068809875,185614627
1206858936,None
15912718,None
2580040976,446764989
2917572222,125486974
2917572222,16734909
579774943,None
414460605,None
394529489,16213404
605380550,16213404
605380550,16734909
3555381912,None
622725739,None
1044448526925627392,None
3244096784,None
2164400023,None
483608501,None
63028705,None
16213404,None
1644858560,16213404
3684853116,None
1899124170,219089769
1899124170,76842602
1899124170,16734909
192457318,None
25036511,None
246186918,None
2788957680,76842602
2788957680,16734909
1008918434384470018,None
220271183,16213404
39221707,9609632
39221707,16734909
420135247,None
2288681665,None
896622942469070848,None
24625637,None
388201600,16213404
373149557,63025854
373149557,63942152
373149557,844579106
131711235,None
2402502044,None
44091722,None
36883461,16213404
17534514,None
2460748716,None
487332963,None
382604857,15250661
382604857,16734909
420851121,None
111699877,None
1445053273,None
36289854,429637973
36289854,16734909
14707794,None
16590124,None
2744450418,None
1008644438246109184,16213404
18131073,None
782959125076414464,None
185991141,15250661
185991141,34116377
185991141,16734909
593660787,None
467101796,None
977778920,None
554791551,None
315651768,None
1033826336,None
174082870,None
2916395070,None
1644849428,None
309621851,16213404
216314600,None
1929273044,None
1527339204,None
588758523,None
566124649,None
337382401,16734909
337382401,34116377
211113654,None
260164102,None
700914356372910082,None
42177568,None
749583302726594560,1333360170
101650503,420135247
2449582513,None
30646765,None
229823662,None
59389707,3555381912
17682476,None
2276873690,None
271715612,183770461
81559648,16734909
81559648,16734909
81559648,34116377
2753784414,16213404
214770574,16734909
21186192,16734909
2826188346,None
2579554963,None
14795421,None
588253958,16213404
588253958,16734909
491175272,None
483608501,None
446764989,None
1445053273,16094885
1661565902,None
557344637,None
130668639,None
2469937724,66917778
618537899,None
373149557,63025854
373149557,246532728
3062492982,None
25048268,None
3102908108,None
749583302726594560,1333360170
749583302726594560,16734909
2884776675,183770461
25664945,None
414460605,None
36054675,20559705
36054675,43304756
36054675,1137661725040209921
36054675,16734909
36054675,16213404
1363461480,3555381912
867040482,None
243882040,42177568
3356383392,1527339204
21242757,None
295585728,915734355137277953
280949386,None
29420301,None
446764989,42177568
19810768,None
457935001,None
177099586,38108726
261930899,None
1420489382,None
38392608,None
27337548,61636429
27337548,16213404
227846725,None
1039673719080333313,16213404
388201600,16213404
48843089,2837256067
2152416404,None
133584406,None
2708534060,16213404
490004654,16213404
2579554963,66917778
42177568,1206858936
819809522403319808,None
2594593944,16213404
33139292,18131073
175339579,None
3055873556,None
483608501,None
2450695795,None
228853466,1333360170
107918290,None
20838395,None
435218222,66917778
163728684,None
384233102,None
