usr_id,hashtags,type
2653823557,qanda,HASHTAGS
485209055,qanda,HASHTAGS
212470506,qanda,HASHTAGS
1425076974,qanda,HASHTAGS
258726786,qanda,HASHTAGS
1039673719080333313,qanda,HASHTAGS
20909123,qanda,HASHTAGS
153029181,qanda,HASHTAGS
1527339204,qanda,HASHTAGS
1527339204,auspol,HASHTAGS
64146945,qanda,HASHTAGS
417797707,qanda,HASHTAGS
160001397,qanda,HASHTAGS
101423708,qanda,HASHTAGS
94770065,qanda,HASHTAGS
315651768,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,scumo,HASHTAGS
373149557,turnbull,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
6190272,qanda,HASHTAGS
3356383392,qanda,HASHTAGS
3356383392,auspol,HASHTAGS
1033826336,qanda,HASHTAGS
181150381,qanda,HASHTAGS
797309440999309312,qanda,HASHTAGS
31703492,qanda,HASHTAGS
519388948,qanda,HASHTAGS
197346015,qanda,HASHTAGS
775059266,qanda,HASHTAGS
2579979278,qanda,HASHTAGS
1542376674,qanda,HASHTAGS
261300530,qanda,HASHTAGS
261300530,auspol,HASHTAGS
381446240,qanda,HASHTAGS
313187605,qanda,HASHTAGS
823329,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,turnbull,HASHTAGS
373149557,aec,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
1661565902,qanda,HASHTAGS
337382401,qanda,HASHTAGS
483608501,qanda,HASHTAGS
2402502044,qanda,HASHTAGS
899493183071035392,qanda,HASHTAGS
1644849428,yesprimeminister,HASHTAGS
1644849428,qanda,HASHTAGS
704234715989954560,qanda,HASHTAGS
214770574,auspol,HASHTAGS
214770574,qanda,HASHTAGS
260532533,qanda,HASHTAGS
136936807,qanda,HASHTAGS
1134217662,qanda,HASHTAGS
700914356372910082,qanda,HASHTAGS
2507337876,qanda,HASHTAGS
3055873556,qanda,HASHTAGS
3055873556,sheahanpereira,HASHTAGS
618537899,qanda,HASHTAGS
2995868749,qanda,HASHTAGS
15715727,qanda,HASHTAGS
33139292,nameandshame,HASHTAGS
33139292,qanda,HASHTAGS
49975241,qanda,HASHTAGS
288708450,qanda,HASHTAGS
25664945,qanda,HASHTAGS
17896551,qanda,HASHTAGS
782959125076414464,knife,HASHTAGS
782959125076414464,qanda,HASHTAGS
1487213216,qanda,HASHTAGS
1487213216,climatechange,HASHTAGS
361514032,qanda,HASHTAGS
1354245038,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
37898439,factcheck,HASHTAGS
37898439,qanda,HASHTAGS
445880830,qanda,HASHTAGS
445880830,auspol,HASHTAGS
154059448,nbn,HASHTAGS
154059448,qanda,HASHTAGS
27189723,qanda,HASHTAGS
18710072,nbn,HASHTAGS
25978296,qanda,HASHTAGS
2724950748,qanda,HASHTAGS
3102908108,qanda,HASHTAGS
38392608,qanda,HASHTAGS
94185085,qanda,HASHTAGS
1738099368,qanda,HASHTAGS
23052065,qanda,HASHTAGS
1039673719080333313,qanda,HASHTAGS
34775569,qanda,HASHTAGS
1677921235,qanda,HASHTAGS
4037978832,qanda,HASHTAGS
2460748716,auspol,HASHTAGS
2460748716,qanda,HASHTAGS
749740268333568000,qanda,HASHTAGS
1445177300,madness,HASHTAGS
1445177300,auspol,HASHTAGS
1445177300,qanda,HASHTAGS
21163415,qanda,HASHTAGS
929646993831424000,qanda,HASHTAGS
899493183071035392,qanda,HASHTAGS
303525954,qanda,HASHTAGS
1661565902,qanda,HASHTAGS
229823662,qanda,HASHTAGS
1419366470,qanda,HASHTAGS
2855113556,qanda,HASHTAGS
579774943,qanda,HASHTAGS
579774943,morepopcorn,HASHTAGS
107918290,qanda,HASHTAGS
843035790,nbn,HASHTAGS
843035790,qanda,HASHTAGS
2812567998,qanda,HASHTAGS
373149557,elections,HASHTAGS
373149557,wentworthvotes,HASHTAGS
373149557,gw,HASHTAGS
373149557,lgbti,HASHTAGS
373149557,libspill,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
747219321198280704,qanda,HASHTAGS
145837395,qanda,HASHTAGS
170931116,qanda,HASHTAGS
170931116,auspol,HASHTAGS
704234715989954560,qanda,HASHTAGS
164975989,qanda,HASHTAGS
164975989,auspol,HASHTAGS
25036511,qanda,HASHTAGS
1943647196,qanda,HASHTAGS
1044448526925627392,qanda,HASHTAGS
1044448526925627392,auspol,HASHTAGS
2232413760,qanda,HASHTAGS
1527339204,qanda,HASHTAGS
1527339204,auspol,HASHTAGS
483608501,qanda,HASHTAGS
29947296,qanda,HASHTAGS
15912718,qanda,HASHTAGS
483275549,qanda,HASHTAGS
483275549,auspol,HASHTAGS
806308487252746240,qanda,HASHTAGS
176811097,qanda,HASHTAGS
823329,qanda,HASHTAGS
249457691,qanda,HASHTAGS
22337121,qanda,HASHTAGS
60779696,qanda,HASHTAGS
3183927258,qanda,HASHTAGS
3555381912,auspol,HASHTAGS
3555381912,qanda,HASHTAGS
134712362,qanda,HASHTAGS
134712362,auspol,HASHTAGS
384233102,qanda,HASHTAGS
360897540,qanda,HASHTAGS
17353325,qanda,HASHTAGS
17353325,auspol,HASHTAGS
3022615789,qanda,HASHTAGS
2175152556,qanda,HASHTAGS
2460748716,blameabbott,HASHTAGS
2460748716,bringbackabbott,HASHTAGS
2460748716,qanda,HASHTAGS
3305411754,qanda,HASHTAGS
15715727,qanda,HASHTAGS
18710072,qanda,HASHTAGS
21629610,qanda,HASHTAGS
224594647,engineeredthecoup,HASHTAGS
224594647,tonyabbott,HASHTAGS
224594647,peterdutton,HASHTAGS
224594647,qanda,HASHTAGS
249457691,qanda,HASHTAGS
4899639072,qanda,HASHTAGS
17682476,qanda,HASHTAGS
746593379597721600,qanda,HASHTAGS
3192860216,jobsandgrowth,HASHTAGS
3192860216,qanda,HASHTAGS
130668639,qanda,HASHTAGS
44091722,qanda,HASHTAGS
151543415,qanda,HASHTAGS
249457691,qanda,HASHTAGS
30755003,qanda,HASHTAGS
4763200046,qanda,HASHTAGS
167633479,auspol,HASHTAGS
167633479,qanda,HASHTAGS
163728684,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,scumo,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
1344228505,qanda,HASHTAGS
21242757,qanda,HASHTAGS
2148305090,qanda,HASHTAGS
2148305090,auspol,HASHTAGS
2916395070,qanda,HASHTAGS
2916395070,auspol,HASHTAGS
48634035,nbn,HASHTAGS
48634035,qanda,HASHTAGS
983756061244055552,qanda,HASHTAGS
840050405878845440,turnbull,HASHTAGS
840050405878845440,qanda,HASHTAGS
2396932903,qanda,HASHTAGS
24308172,qanda,HASHTAGS
18710072,qanda,HASHTAGS
43801405,qanda,HASHTAGS
43801405,auspol,HASHTAGS
424621873,qanda,HASHTAGS
94185085,qanda,HASHTAGS
3356383392,qanda,HASHTAGS
3356383392,auspol,HASHTAGS
618537899,qanda,HASHTAGS
2299409533,qanda,HASHTAGS
187376668,qanda,HASHTAGS
827691771735863296,qanda,HASHTAGS
164975989,qanda,HASHTAGS
19684618,qanda,HASHTAGS
139692032,qanda,HASHTAGS
64133943,qanda,HASHTAGS
593660787,qanda,HASHTAGS
1146707352,qanda,HASHTAGS
2160931,qanda,HASHTAGS
2534046396,qanda,HASHTAGS
249372766,qanda,HASHTAGS
249372766,auspol,HASHTAGS
359783468,qanda,HASHTAGS
107918290,qanda,HASHTAGS
85053059,qanda,HASHTAGS
163048682,qanda,HASHTAGS
1215388154,qanda,HASHTAGS
1215388154,auspol,HASHTAGS
1215388154,libspill,HASHTAGS
2402502044,qanda,HASHTAGS
22454763,qanda,HASHTAGS
25036511,qanda,HASHTAGS
320145267,qanda,HASHTAGS
25664945,qanda,HASHTAGS
253410837,qanda,HASHTAGS
29420301,qanda,HASHTAGS
1111034706,qanda,HASHTAGS
60779696,qanda,HASHTAGS
1206858936,junkee,HASHTAGS
1240165316,qanda,HASHTAGS
20838395,qanda,HASHTAGS
22348841,qanda,HASHTAGS
95091601,auspol,HASHTAGS
114452953,qanda,HASHTAGS
700914356372910082,qanda,HASHTAGS
1044448526925627392,qanda,HASHTAGS
446764989,qanda,HASHTAGS
1856082044,qanda,HASHTAGS
42177568,qanda,HASHTAGS
959171051044458496,qanda,HASHTAGS
14439107,qanda,HASHTAGS
2460748716,qanda,HASHTAGS
2653823557,qanda,HASHTAGS
881080172522250241,qanda,HASHTAGS
164975989,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,scumo,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
78907272,qanda,HASHTAGS
212500856,qanda,HASHTAGS
2714544762,qanda,HASHTAGS
476234086,qanda,HASHTAGS
17682476,qanda,HASHTAGS
17250722,qanda,HASHTAGS
991234370148036608,qanda,HASHTAGS
25907015,qanda,HASHTAGS
391212472,qanda,HASHTAGS
391212472,nbn,HASHTAGS
270679223,qanda,HASHTAGS
20824424,qanda,HASHTAGS
2450695795,qanda,HASHTAGS
15715727,qanda,HASHTAGS
44091722,qanda,HASHTAGS
551740708,qanda,HASHTAGS
106286424,auspol,HASHTAGS
106286424,qanda,HASHTAGS
21242757,qanda,HASHTAGS
170132632,qanda,HASHTAGS
170132632,auspol,HASHTAGS
249599808,qanda,HASHTAGS
24308172,qanda,HASHTAGS
162607383,qanda,HASHTAGS
1344228505,newspoll,HASHTAGS
1344228505,qanda,HASHTAGS
130668639,qanda,HASHTAGS
25978296,qanda,HASHTAGS
612440918,qanda,HASHTAGS
110399904,qanda,HASHTAGS
110399904,auspol,HASHTAGS
420135247,auspol,HASHTAGS
420135247,qanda,HASHTAGS
66917778,auspol,HASHTAGS
44303836,qanda,HASHTAGS
1672847378,qanda,HASHTAGS
1672847378,auspol,HASHTAGS
43801405,disappointed,HASHTAGS
43801405,auspol,HASHTAGS
31688219,qanda,HASHTAGS
90501912,qanda,HASHTAGS
580800202,qanda,HASHTAGS
59691543,qanda,HASHTAGS
63710101,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,scumo,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
746896441,qanda,HASHTAGS
2460748716,qanda,HASHTAGS
23052065,qanda,HASHTAGS
2872004838,qanda,HASHTAGS
24625637,qanda,HASHTAGS
24625637,mypoorcouch,HASHTAGS
580800202,qanda,HASHTAGS
17896551,qanda,HASHTAGS
17896551,sojuicy,HASHTAGS
1155947208,qanda,HASHTAGS
1155947208,nbn,HASHTAGS
1155947208,violenceagainstwomen,HASHTAGS
14439107,qanda,HASHTAGS
387530172,qanda,HASHTAGS
30646765,qanda,HASHTAGS
16627712,changetherules,HASHTAGS
16627712,qanda,HASHTAGS
224988372,auspol,HASHTAGS
224988372,qanda,HASHTAGS
2573938082,qanda,HASHTAGS
2573938082,auspol,HASHTAGS
107918290,robertson,HASHTAGS
107918290,qanda,HASHTAGS
36883461,qanda,HASHTAGS
543143395,qanda,HASHTAGS
543143395,turnbullmalcolm,HASHTAGS
1890229081,qanda,HASHTAGS
25789302,qanda,HASHTAGS
265219835,qanda,HASHTAGS
265219835,usa,HASHTAGS
265219835,ambassador,HASHTAGS
265219835,auspol,HASHTAGS
101423708,qanda,HASHTAGS
35916487,qanda,HASHTAGS
163767099,usmidterms,HASHTAGS
163767099,usmidterm,HASHTAGS
163767099,uspoli,HASHTAGS
1248016358,qanda,HASHTAGS
1248016358,auspol,HASHTAGS
554060122,qanda,HASHTAGS
25978296,qanda,HASHTAGS
216989103,qanda,HASHTAGS
18851974,qanda,HASHTAGS
820757887299399680,qanda,HASHTAGS
3055873556,qanda,HASHTAGS
3055873556,sheahanpereira,HASHTAGS
64380320,cantalk,HASHTAGS
64380320,qanda,HASHTAGS
1318465213,qanda,HASHTAGS
276763982,qanda,HASHTAGS
229823662,qanda,HASHTAGS
1180481659,qanda,HASHTAGS
2602506410,qanda,HASHTAGS
48843089,qanda,HASHTAGS
48843089,waffle,HASHTAGS
54873716,qanda,HASHTAGS
446764989,qanda,HASHTAGS
2457588668,qanda,HASHTAGS
2457588668,auspol,HASHTAGS
2991894054,qanda,HASHTAGS
19234806,qanda,HASHTAGS
1654861243,qanda,HASHTAGS
2415566748,qanda,HASHTAGS
445880830,qanda,HASHTAGS
30646765,qanda,HASHTAGS
20909123,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,scumo,HASHTAGS
373149557,turnbull,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
181461665,qanda,HASHTAGS
303525954,qanda,HASHTAGS
80502310,qanda,HASHTAGS
823329,qanda,HASHTAGS
209942777,qanda,HASHTAGS
85053059,qanda,HASHTAGS
2148305090,qanda,HASHTAGS
130668639,qanda,HASHTAGS
24336528,qanda,HASHTAGS
838325978929618944,qanda,HASHTAGS
2460748716,qanda,HASHTAGS
814568231495077892,qanda,HASHTAGS
1654861243,qanda,HASHTAGS
164975989,qanda,HASHTAGS
2402502044,qanda,HASHTAGS
1039673719080333313,qanda,HASHTAGS
17250722,malcolm,HASHTAGS
17250722,qanda,HASHTAGS
1008644438246109184,qanda,HASHTAGS
2507337876,qanda,HASHTAGS
48843089,qanda,HASHTAGS
3120268461,qanda,HASHTAGS
25036511,qanda,HASHTAGS
240951988,qanda,HASHTAGS
44091722,qanda,HASHTAGS
413755830,qanda,HASHTAGS
413755830,truthbetold,HASHTAGS
413755830,auspol,HASHTAGS
309621851,qanda,HASHTAGS
309621851,malcolmturnbull,HASHTAGS
309621851,nbn,HASHTAGS
309621851,mathiascormann,HASHTAGS
309621851,belgium,HASHTAGS
3000608887,qanda,HASHTAGS
1644849428,qanda,HASHTAGS
512774696,qanda,HASHTAGS
825621099203305474,qanda,HASHTAGS
25278550,qanda,HASHTAGS
25278550,bacheloretteau,HASHTAGS
18789291,qanda,HASHTAGS
18789291,goodonyew,HASHTAGS
262409107,qanda,HASHTAGS
262409107,auspol,HASHTAGS
261097885,qanda,HASHTAGS
261097885,auspol,HASHTAGS
307811039,qanda,HASHTAGS
107918290,blusterbus,HASHTAGS
107918290,qanda,HASHTAGS
1033826336,qanda,HASHTAGS
47946537,qanda,HASHTAGS
2485269284,qanda,HASHTAGS
138559532,qanda,HASHTAGS
914553998614466560,qanda,HASHTAGS
704234715989954560,qanda,HASHTAGS
483608501,qanda,HASHTAGS
253410837,qanda,HASHTAGS
1206858936,qanda,HASHTAGS
214770574,auspol,HASHTAGS
214770574,qanda,HASHTAGS
3404786713,auspol,HASHTAGS
17682476,qanda,HASHTAGS
2288681665,qanda,HASHTAGS
309621851,qanda,HASHTAGS
309621851,malcolmturnbull,HASHTAGS
309621851,nbn,HASHTAGS
309621851,mathiascormann,HASHTAGS
309621851,belgium,HASHTAGS
3383978613,qanda,HASHTAGS
3383978613,fairdinkum,HASHTAGS
3383978613,kevinrudd,HASHTAGS
864016860626296832,qanda,HASHTAGS
3054088808,devo,HASHTAGS
3054088808,qanda,HASHTAGS
756822525129003008,qanda,HASHTAGS
491227971,qanda,HASHTAGS
2681647628,qanda,HASHTAGS
2636211890,qanda,HASHTAGS
20122977,qanda,HASHTAGS
78851923,qanda,HASHTAGS
559223515,qanda,HASHTAGS
176269471,qanda,HASHTAGS
510813253,qanda,HASHTAGS
1527339204,qanda,HASHTAGS
29359951,qanda,HASHTAGS
25036511,qanda,HASHTAGS
3022615789,qanda,HASHTAGS
612440918,qanda,HASHTAGS
3243893253,qanda,HASHTAGS
15715727,qanda,HASHTAGS
49975241,qanda,HASHTAGS
20909123,qanda,HASHTAGS
497784358,qanda,HASHTAGS
38392608,qanda,HASHTAGS
130668639,newspoll,HASHTAGS
130668639,qanda,HASHTAGS
1650008658,qanda,HASHTAGS
384789530,qanda,HASHTAGS
1040425817136750592,qanda,HASHTAGS
160001397,qanda,HASHTAGS
156794570,qanda,HASHTAGS
2653823557,qanda,HASHTAGS
420135247,auspol,HASHTAGS
420135247,qanda,HASHTAGS
1008644438246109184,qanda,HASHTAGS
782959125076414464,lapelpin,HASHTAGS
782959125076414464,scomo,HASHTAGS
782959125076414464,coincidence,HASHTAGS
782959125076414464,qanda,HASHTAGS
446764989,qanda,HASHTAGS
34775569,qanda,HASHTAGS
19684618,qanda,HASHTAGS
700914356372910082,qanda,HASHTAGS
1108104595,qanda,HASHTAGS
631790990,qanda,HASHTAGS
612498975,qanda,HASHTAGS
2402502044,qanda,HASHTAGS
42868418,qanda,HASHTAGS
445880830,qanda,HASHTAGS
264175249,qanda,HASHTAGS
22907874,qanda,HASHTAGS
151543415,qanda,HASHTAGS
260532533,qanda,HASHTAGS
536088881,qanda,HASHTAGS
56571249,auspol,HASHTAGS
56571249,scomo,HASHTAGS
15912718,qanda,HASHTAGS
25978296,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
182170529,qanda,HASHTAGS
823329,qanda,HASHTAGS
281897397,qanda,HASHTAGS
281897397,auspol,HASHTAGS
224594647,leatherjacket,HASHTAGS
1644849428,qanda,HASHTAGS
2460748716,qanda,HASHTAGS
208051179,qanda,HASHTAGS
17203386,qanda,HASHTAGS
371646780,qanda,HASHTAGS
3356383392,qanda,HASHTAGS
25036511,qanda,HASHTAGS
81559648,qanda,HASHTAGS
3102908108,qanda,HASHTAGS
39670640,qanda,HASHTAGS
2601524623,qanda,HASHTAGS
2601524623,auspol,HASHTAGS
480056249,qanda,HASHTAGS
480056249,malcolmturnbull,HASHTAGS
4899639072,qanda,HASHTAGS
25664945,nauru,HASHTAGS
25664945,qanda,HASHTAGS
1035861392941895680,crypto,HASHTAGS
1035861392941895680,cryptocurrency,HASHTAGS
1035861392941895680,bitbenderaddiction,HASHTAGS
1035861392941895680,bitbenderinaction,HASHTAGS
1035861392941895680,vulcanocoin,HASHTAGS
1035861392941895680,bitbender,HASHTAGS
1429950312,qanda,HASHTAGS
1429950312,auspol,HASHTAGS
44091722,qanda,HASHTAGS
1662016292,qanda,HASHTAGS
136548362,qanda,HASHTAGS
798994719938265092,qanda,HASHTAGS
798994719938265092,auspol,HASHTAGS
340242890,qanda,HASHTAGS
2855113556,qanda,HASHTAGS
21463094,qanda,HASHTAGS
2191681093,qanda,HASHTAGS
801741319496339456,scomo,HASHTAGS
801741319496339456,trump,HASHTAGS
801741319496339456,notmyaustralia,HASHTAGS
801741319496339456,notmypm,HASHTAGS
801741319496339456,rethink,HASHTAGS
801741319496339456,respect,HASHTAGS
1360638199,qanda,HASHTAGS
78907272,qanda,HASHTAGS
48843089,qanda,HASHTAGS
4899639072,qanda,HASHTAGS
562536268,wherestheleatherjacket,HASHTAGS
744457878661009408,qanda,HASHTAGS
1739847991,scomo,HASHTAGS
1739847991,qanda,HASHTAGS
1672847378,qanda,HASHTAGS
1672847378,auspol,HASHTAGS
1155947208,qanda,HASHTAGS
23714546,qanda,HASHTAGS
961447231571116032,qanda,HASHTAGS
37645010,qanda,HASHTAGS
15715727,qanda,HASHTAGS
290914079,qanda,HASHTAGS
1000523039321161728,qanda,HASHTAGS
727774679293923329,lineandlength,HASHTAGS
727774679293923329,thejacket,HASHTAGS
94770065,qanda,HASHTAGS
42177568,auspol,HASHTAGS
42177568,qanda,HASHTAGS
2160931,qanda,HASHTAGS
17250722,qanda,HASHTAGS
151498176,auspol,HASHTAGS
373149557,libspill,HASHTAGS
373149557,turnbull,HASHTAGS
373149557,abbott,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
467130216,auspol,HASHTAGS
315651768,qanda,HASHTAGS
525006087,scomo,HASHTAGS
525006087,pmlive,HASHTAGS
525006087,qanda,HASHTAGS
525006087,turnbull,HASHTAGS
2812001575,qanda,HASHTAGS
48843089,qanda,HASHTAGS
25907015,qanda,HASHTAGS
1206858936,qanda,HASHTAGS
3022615789,qanda,HASHTAGS
483608501,qanda,HASHTAGS
42361742,auspol,HASHTAGS
42361742,qanda,HASHTAGS
520245805,qanda,HASHTAGS
287085540,qanda,HASHTAGS
287085540,bacheloretteau,HASHTAGS
25036511,qanda,HASHTAGS
746896441,qanda,HASHTAGS
229823662,qanda,HASHTAGS
2148305090,qanda,HASHTAGS
557344637,qanda,HASHTAGS
890354317,qanda,HASHTAGS
92624890,qanda,HASHTAGS
3555381912,auspol,HASHTAGS
3555381912,qanda,HASHTAGS
192457318,qanda,HASHTAGS
417797707,qanda,HASHTAGS
387530172,qanda,HASHTAGS
716388817242968064,qanda,HASHTAGS
43014721,qanda,HASHTAGS
55737360,qanda,HASHTAGS
59691543,qanda,HASHTAGS
1060458175361478656,qanda,HASHTAGS
21242757,qanda,HASHTAGS
21979491,qanda,HASHTAGS
3662331,qanda,HASHTAGS
28986343,qanda,HASHTAGS
2579554963,qanda,HASHTAGS
2812567998,qanda,HASHTAGS
108852664,qanda,HASHTAGS
277857690,qanda,HASHTAGS
4899639072,qanda,HASHTAGS
4899639072,waffle,HASHTAGS
3102908108,qanda,HASHTAGS
95399839,qanda,HASHTAGS
618537899,qanda,HASHTAGS
138330075,qanda,HASHTAGS
2893387628,qanda,HASHTAGS
2893387628,auspol,HASHTAGS
214770574,qanda,HASHTAGS
457935001,qanda,HASHTAGS
174082870,qanda,HASHTAGS
173639428,qanda,HASHTAGS
1006726188729917440,qanda,HASHTAGS
168473130,qanda,HASHTAGS
5849482,qanda,HASHTAGS
2460748716,qanda,HASHTAGS
38392608,qanda,HASHTAGS
23052065,qanda,HASHTAGS
95091601,auspol,HASHTAGS
95091601,qanda,HASHTAGS
704234715989954560,qanda,HASHTAGS
827691771735863296,qanda,HASHTAGS
219089769,nbn,HASHTAGS
219089769,qanda,HASHTAGS
130668639,qanda,HASHTAGS
446764989,qanda,HASHTAGS
3142098131,rwnjs,HASHTAGS
3142098131,lnp,HASHTAGS
276763982,qanda,HASHTAGS
252591436,qanda,HASHTAGS
252591436,stopadani,HASHTAGS
1215388154,qanda,HASHTAGS
373149557,libspill,HASHTAGS
373149557,rudd,HASHTAGS
373149557,abbott,HASHTAGS
373149557,ghosts,HASHTAGS
373149557,auspol,HASHTAGS
373149557,qanda,HASHTAGS
814568231495077892,qanda,HASHTAGS
814568231495077892,auspol,HASHTAGS
881080172522250241,qanda,HASHTAGS
20838395,qanda,HASHTAGS
1033187471142440960,qanda,HASHTAGS
260106537,qanda,HASHTAGS
2556710096,qanda,HASHTAGS
843035790,qanda,HASHTAGS
249599808,qanda,HASHTAGS
188657822,qanda,HASHTAGS
833536909,qanda,HASHTAGS
1363461480,qanda,HASHTAGS
6190272,qanda,HASHTAGS
1261532071,qanda,HASHTAGS
285505398,auspol,HASHTAGS
249913529,qanda,HASHTAGS
381446240,qanda,HASHTAGS
2681948222,auspol,HASHTAGS
2681948222,qanda,HASHTAGS
2589379322,qanda,HASHTAGS
213379405,qanda,HASHTAGS
25664945,qanda,HASHTAGS
147040968,qanda,HASHTAGS
805322383217160192,tonyabbott,HASHTAGS
805322383217160192,peterdutton,HASHTAGS
2402502044,qanda,HASHTAGS
18131073,qanda,HASHTAGS
202131330,qanda,HASHTAGS
15510386,qanda,HASHTAGS
15715727,qanda,HASHTAGS
28793850,qanda,HASHTAGS
3055873556,qanda,HASHTAGS
