usr_id,replies,type
2810441094,2603192304,REPLIES
321140444,1141446830,REPLIES
946555035097317376,996562041132335106,REPLIES
143824995,16834659,REPLIES
866070061882023936,14130643,REPLIES
1480629769,22993014,REPLIES
286012402,267499622,REPLIES
60866631,16834659,REPLIES
512477370,139328853,REPLIES
2536626548,2592733051,REPLIES
43801405,95091601,REPLIES
1155947208,60779696,REPLIES
636186580,3233032387,REPLIES
104758530,125486974,REPLIES
1480629769,14130643,REPLIES
962257221135380480,505056752,REPLIES
535311906,1333360170,REPLIES
175922206,17250722,REPLIES
401349004,16834659,REPLIES
37622069,17503820,REPLIES
2507519377,1032189389126885376,REPLIES
1599529957,16213404,REPLIES
239345193,1333360170,REPLIES
124473350,241662602,REPLIES
178626806,63942152,REPLIES
401349004,16834659,REPLIES
18710072,355780181,REPLIES
632603121,877415741124825088,REPLIES
68543992,40628944,REPLIES
3280577304,3280577304,REPLIES
528911765,762906414041837568,REPLIES
826332877457481728,16834659,REPLIES
962257221135380480,956354334,REPLIES
1011886870970560513,16834659,REPLIES
399206687,16834659,REPLIES
535311906,16834659,REPLIES
165655235,1684918351,REPLIES
266236372,465936656,REPLIES
223782828,16213404,REPLIES
976272759775887366,1031143144492920832,REPLIES
1052117354434293760,18371863,REPLIES
2802904219,603293374,REPLIES
877415741124825088,125486974,REPLIES
82777906,76842602,REPLIES
93964503,571488084,REPLIES
865454643312066562,17503820,REPLIES
1218180463,31585344,REPLIES
408839513,16834659,REPLIES
33095708,535311906,REPLIES
307263001,97548523,REPLIES
23054053,95091601,REPLIES
2275101774,2275101774,REPLIES
68543992,40628944,REPLIES
346373863,17503820,REPLIES
82777906,76842602,REPLIES
727102811880611841,16834659,REPLIES
719511231292289024,16213404,REPLIES
2775693692,16834659,REPLIES
2161450206,16834659,REPLIES
1398778770,36255721,REPLIES
751327970787110913,43304756,REPLIES
3438728674,25297301,REPLIES
753780970399076352,43304756,REPLIES
21795407,148971785,REPLIES
161089221,17503820,REPLIES
382758717,2916395070,REPLIES
820431428835885059,31585344,REPLIES
150080419,16213404,REPLIES
468161947,211371719,REPLIES
1388148914,941288721361465344,REPLIES
1130125796,741819608,REPLIES
1214109769,16734909,REPLIES
181391018,168300874,REPLIES
2779940700,57956162,REPLIES
1223204720,66917778,REPLIES
1032189389126885376,16734909,REPLIES
49273320,956354334,REPLIES
148671768,416950760,REPLIES
2466788731,710683412583964672,REPLIES
341327946,237612784,REPLIES
772212962572443649,1113341312,REPLIES
772212962572443649,1113341312,REPLIES
156464691,156464691,REPLIES
60779696,60779696,REPLIES
2158313124,16213404,REPLIES
443225587,125486974,REPLIES
505056752,16834659,REPLIES
4100256912,2608740770,REPLIES
745012627,237612784,REPLIES
37107805,16213404,REPLIES
1708574071,55113432,REPLIES
71172514,741819608,REPLIES
1470599562,169362285,REPLIES
196844292,16834659,REPLIES
20352984,3898426152,REPLIES
401349004,55113432,REPLIES
897561438985887748,92624890,REPLIES
554179250,27831488,REPLIES
28899643,114625323,REPLIES
68956587,60779696,REPLIES
764147727676563456,32201814,REPLIES
341327946,17503820,REPLIES
561549614,16213404,REPLIES
764147727676563456,16675569,REPLIES
21371948,34116377,REPLIES
2816984354,1514621460,REPLIES
1853443904,137198586,REPLIES
19489002,2659475605,REPLIES
42769304,60774605,REPLIES
34564954,31585344,REPLIES
1181966660,16213404,REPLIES
363822984,294292505,REPLIES
1181966660,16834659,REPLIES
1463314856,17503820,REPLIES
289468489,519388948,REPLIES
78507836,715626890,REPLIES
43868224,16734909,REPLIES
148671768,66917778,REPLIES
401349004,38358194,REPLIES
4899639072,101398753,REPLIES
3041692891,33216799,REPLIES
393762976,60779696,REPLIES
945783348906967040,43868224,REPLIES
332691348,16734909,REPLIES
249578800,779594659295207424,REPLIES
3171647540,160856325,REPLIES
60190324,16734909,REPLIES
17184930,17184930,REPLIES
294292505,363822984,REPLIES
1032189389126885376,2507519377,REPLIES
127796908,127796908,REPLIES
2351162450,18371863,REPLIES
19138368,14707794,REPLIES
42571871,207932870,REPLIES
772212962572443649,575295839,REPLIES
2908683410,2659475605,REPLIES
767557778,16834659,REPLIES
154059448,43868224,REPLIES
2507519377,1032189389126885376,REPLIES
922643073158410241,872615153065275392,REPLIES
3286214904,16213404,REPLIES
463173345,183770461,REPLIES
1034017523463643136,16834659,REPLIES
1034017523463643136,24672319,REPLIES
1034017523463643136,333353386,REPLIES
718005694251737088,384233102,REPLIES
1034017523463643136,1351202461,REPLIES
292225648,21075591,REPLIES
842544334226386944,779594659295207424,REPLIES
1034017523463643136,701300065395060736,REPLIES
332691348,16734909,REPLIES
173629507,371646780,REPLIES
551483643,539833719,REPLIES
2931585042,40068395,REPLIES
967220535980474369,292798500,REPLIES
175243720,17503820,REPLIES
179440345,16834659,REPLIES
1498326793,16834659,REPLIES
35900933,617621897,REPLIES
226857183,18371863,REPLIES
235133746,235133746,REPLIES
1708574071,1708574071,REPLIES
179440345,571488084,REPLIES
2507519377,16834659,REPLIES
715420788,16094885,REPLIES
820092093783605248,17503820,REPLIES
827351735370862593,822601644923912196,REPLIES
820092093783605248,803400089368571904,REPLIES
836180604093775872,17250722,REPLIES
1060652924982898688,66612373,REPLIES
839376026551500800,16834659,REPLIES
446044846,99370007,REPLIES
41518104,43304756,REPLIES
2536626548,17503820,REPLIES
1041264549943377920,9609632,REPLIES
3078836653,327790057,REPLIES
2536626548,341327946,REPLIES
1050241659659739136,16213404,REPLIES
2536626548,384129747,REPLIES
746582921813729281,1706358680,REPLIES
2536626548,865454643312066562,REPLIES
398602494,398007505,REPLIES
17668669,2200705141,REPLIES
321213597,16734909,REPLIES
1977463729,316850365,REPLIES
236181116,240213655,REPLIES
60866631,16675569,REPLIES
1121475834,741819608,REPLIES
20229196,842258560499109888,REPLIES
420276828,137198586,REPLIES
1631423353,16734909,REPLIES
4806742548,43304756,REPLIES
3279390924,16734909,REPLIES
756820453549674496,198296897,REPLIES
270874057,95091601,REPLIES
1040762960270913536,2904009019,REPLIES
1035378652584718336,114528283,REPLIES
2154530264,17250722,REPLIES
164178673,3756970094,REPLIES
3022615789,16213404,REPLIES
878655300,17503820,REPLIES
14510678,21075591,REPLIES
3308335375,888912668,REPLIES
2449220418,32201814,REPLIES
25486259,17503820,REPLIES
224160730,17503820,REPLIES
1497105828,1141446830,REPLIES
14438274,17831767,REPLIES
565804594,779594659295207424,REPLIES
871438926,16213404,REPLIES
93949528,42856767,REPLIES
820268749882200064,16213404,REPLIES
22345766,1287706999,REPLIES
443594830,72981604,REPLIES
803436441300676608,2988987926,REPLIES
1394124236,16734909,REPLIES
1220535252,16213404,REPLIES
3278581543,31585344,REPLIES
90582184,124473350,REPLIES
979124177775898624,1466312012,REPLIES
1058636972934127617,16213404,REPLIES
57956162,16734909,REPLIES
3078836653,470596201,REPLIES
874191251087572992,380517384,REPLIES
2875756267,2875756267,REPLIES
288085248,301219529,REPLIES
907477919999463424,259959417,REPLIES
1440864086,912820300391129088,REPLIES
881397602138370048,892576820,REPLIES
907477919999463424,139328853,REPLIES
51676541,1220535252,REPLIES
3219108581,16213404,REPLIES
373092327,884699248003960832,REPLIES
2914277497,1188193381,REPLIES
1625260039,2397430116,REPLIES
1058636972934127617,16213404,REPLIES
176375505,23879043,REPLIES
853856459163017217,16213404,REPLIES
2875756267,2875756267,REPLIES
1058636972934127617,465936656,REPLIES
401349004,55113432,REPLIES
957531667794554880,31585344,REPLIES
401349004,32201814,REPLIES
103391388,856045129,REPLIES
1367118296,17859460,REPLIES
3270794947,17859460,REPLIES
18747755,1113341312,REPLIES
57956162,93766096,REPLIES
179440345,2904009019,REPLIES
846584418005221376,32201814,REPLIES
80244766,16213404,REPLIES
179440345,17503820,REPLIES
1367118296,17859460,REPLIES
110899294,1388850254,REPLIES
211841805,16834659,REPLIES
211841805,2507519377,REPLIES
17859460,3270794947,REPLIES
607777645,207932870,REPLIES
3087318080,16734909,REPLIES
451800201,634391656,REPLIES
180258856,21075591,REPLIES
179440345,87899013,REPLIES
401349004,733543639335325697,REPLIES
