usr_id,replies
15003172,None
4687097786,None
158123632,None
490097102,16734909
1328599758,None
158899570,None
480785251,None
109036793,None
827351735370862593,None
889165498860130304,None
53646377,None
853014655689609216,16834659
2669626553,None
1031838709652443136,None
715626890,None
812138855008583680,None
751327970787110913,None
2241205392,None
1108104595,None
383706973,None
3244869590,None
726865516300750849,None
2241205392,None
371622996,None
2241205392,None
2241205392,None
57299037,None
1386337062,None
397811354,1017297717796597760
2215446619,None
252397158,None
280992690,None
570408824,None
42769304,None
795050637775937536,None
827826237322072064,None
48276110,None
862607948798873600,None
1669796893,2615581908
1558129087,None
1016604071795384320,95766807
383706973,None
48276110,None
237612784,None
3709184953,None
473948808,None
862607948798873600,None
827351735370862593,164178673
48276110,None
971123263450632192,None
827826237322072064,17250722
1644454058,None
210320351,None
860350797774700544,None
210320351,None
1328599758,None
1221027217,None
210320351,None
781019903574806529,None
72547133,None
902728309,None
72547133,None
549451100,None
625172280,None
1060608521178353665,None
354744799,None
1055432127850967040,None
625172280,None
1669796893,None
2479310834,None
2488778701,None
1558129087,None
2171719285,369349553
506281260,None
335195929,None
171047669,None
65607720,None
781019903574806529,None
18545003,None
2910955801,None
72547133,None
129154489,None
3358462323,None
2456550114,None
159003619,None
16431681,None
922294461186453504,None
760683016494653440,None
168847333,None
2171719285,269721794
2180795533,None
3004590187,None
66385183,None
759528870294884352,None
66385183,None
740700363829841921,None
2479310834,None
72547133,None
1669796893,None
1601937732,None
58749535,None
24336528,None
1601937732,None
14980152,None
1669796893,None
164622407,None
2456550114,None
175946965,None
1601937732,None
971712014589440001,None
15276252,None
846708120508420098,None
175946965,None
2450621492,None
129154489,None
827351735370862593,None
308359254,None
2456550114,None
208548142,None
31367001,None
546765821,None
129154489,None
1662114757,None
270657829,None
308359254,None
2208900336,None
1963127311,None
397811354,None
129154489,None
2450621492,None
1050417011833036800,None
129154489,None
26333400,None
74382140,None
269581619,None
121639467,None
57248499,None
129154489,None
994594957,None
920095676,None
994594957,None
994594957,None
2479310834,None
826273894889779200,121639467
971712014589440001,None
994594957,None
308359254,None
826273894889779200,None
753130769153822720,None
1684100930,None
181388172,None
17752091,None
1892572652,None
460721800,None
47834838,134646048
2581673383,None
994594957,None
262040253,None
295590659,None
460721800,None
356685448,None
1514621460,None
308359254,None
2844821060,None
397811354,None
920095676,None
795050637775937536,None
3038915466,16213404
1669796893,2837205452
1669796893,None
460721800,None
308359254,None
265931291,None
384233102,None
2161450206,134646048
1625576251,None
101092370,None
882819334988607491,None
18564887,None
92932393,None
352893059,None
19489002,171437375
329350786,None
195635551,None
2569854282,None
378278756,None
319477370,None
2456550114,None
343096504,None
192684681,None
1601937732,None
710598253935329280,None
1355592691,None
37871411,None
535785392,None
1892572652,None
3309576164,None
529694616,None
971712014589440001,None
810358184309243909,None
842544334226386944,None
846935654583951364,None
1273711201,4562829133
142534232,None
3698221,None
406906282,16213404
363822984,None
1637784889,None
166328555,None
35084039,None
535785392,None
1470599562,None
164622407,None
60448583,None
1669796893,None
35916534,None
20185281,None
311959236,None
842544334226386944,None
3309576164,None
2661182168,None
308359254,None
26464396,None
460721800,None
164622407,None
26464396,None
716749184821399553,None
164622407,None
107521538,None
832094897205190657,None
586470982,None
1060484884458655744,None
984447324,None
832094897205190657,None
2479310834,None
1637784889,None
26464396,None
258901737,None
937311580286603266,None
308359254,None
18736590,None
1669796893,None
2818810598,None
460721800,None
1048700735242870785,None
142957691,None
464458913,None
2661182168,None
846935654583951364,None
631626050,None
212163638,None
994594957,None
1048700735242870785,None
2884776675,None
747005330,95091601
300510416,None
968373628604575744,None
3583964352,None
2475027319,None
65633173,None
716749184821399553,None
1650174055,None
2213249280,17250722
818396629640232960,16213404
716749184821399553,None
338633208,None
308359254,None
2475027319,None
971712014589440001,None
2175547129,16734909
727695742769336320,66612373
716749184821399553,None
897114507952005120,None
716749184821399553,None
460721800,None
21075591,None
369158562,None
546765821,None
4562829133,1273711201
818396629640232960,306153036
751327970787110913,None
288194864,None
1514621460,None
918274536,None
14205646,None
4755321,None
2479310834,None
147040968,None
43413743,None
1041881043878281217,None
22993014,None
79062928,None
818396629640232960,18321490
62273565,None
715626890,None
2213249280,16834659
480785251,None
99367063,None
17668544,None
404508332,None
842544334226386944,None
20568173,None
480785251,None
1355592691,None
818396629640232960,948076733034401792
2203771945,None
1220125394,None
810432772238151680,None
2816984354,None
4755321,None
3688042154,None
404267586,None
2799319651,None
2799319651,None
159743606,None
1058740290578718720,27831488
43413743,None
818396629640232960,153773624
295590659,None
1048700735242870785,None
720130266,121639467
79062928,None
51898019,None
85794999,None
3254580492,None
535785392,None
2855400744,None
728510492273074176,21075591
4687097786,None
2799319651,None
2479310834,None
2464727282,None
237168864,None
636089903,None
2799319651,None
818396629640232960,255437360
1355592691,None
899395604,None
37622069,11781162
60448583,None
1004937097751375872,None
2411313362,None
535785392,None
2199126007,None
937603103246893056,None
252420272,None
533022197,None
1007900407538962433,None
165655235,None
2199126007,None
707099809,None
788532504626012160,16094885
781019903574806529,None
2777532764,None
1078264621,None
843396383247818752,None
818396629640232960,117663382
3272897923,None
79062928,None
2816984354,None
2816984354,None
1601937732,922294461186453504
1859495642,None
1336492724,None
3688042154,None
501208726,None
2569854282,None
554148367,None
70617159,None
66385183,None
1371167210,None
79062928,None
3004590187,None
417047832,None
864576671021764609,None
4687097786,None
369158562,None
21530998,None
1355592691,None
2569854282,None
2816984354,None
4687097786,None
2799319651,None
2816984354,None
2855400744,None
575295839,52320140
369158562,None
404508332,None
716749184821399553,None
16675569,None
252420272,None
54011034,None
3023101710,None
762440263,None
846935654583951364,None
2569854282,None
16463397,None
232859057,None
716749184821399553,None
716749184821399553,None
405997483,None
431102415,None
99367063,None
1041881043878281217,None
232710107,None
1000476366045839361,None
2777532764,None
557344637,None
22724690,None
405997483,None
916119991,16834659
405997483,None
2855400744,None
243882040,None
918274536,None
1092378031,None
4687097786,None
21072785,25036511
2199126007,None
707099809,None
404508332,None
2799319651,None
778896979,None
404508332,None
576825236,None
233343317,None
337351696,None
795050637775937536,None
60448583,None
2335161692,None
405997483,None
311975036,None
4875432925,16463397
2441617381,3581271734
487290513,None
970089708851159042,16213404
2569854282,None
103761767,None
404508332,None
26464396,None
335105584,None
34616293,None
941931872,None
68640609,None
783585314652557312,None
404508332,None
255753616,None
779814741736730624,None
3194289097,None
788532504626012160,None
252420272,None
232710107,None
405997483,None
65109514,None
16094885,None
34616293,None
2816984354,None
2333162875,None
232710107,None
2855400744,None
2816984354,None
1943578718,None
1892979913,None
1474752048,None
518096170,None
175946965,None
2500563942,None
3163038860,None
22593725,None
103761767,None
79062928,None
103761767,None
72183405,None
3038808990,None
916119991,465936656
431102415,None
237612784,None
404508332,2603192304
791122933754331136,None
1146341346,160856325
1100056406,None
575295839,66612373
546765821,546765821
416057727,None
28690225,None
2199126007,None
2816984354,None
195635551,None
55113432,None
335105584,None
1113117066,None
28690225,None
28690225,None
176695560,None
2816984354,None
28690225,None
728510492273074176,16213404
983508625,None
28690225,None
103761767,None
846935654583951364,None
842544334226386944,None
158871917,None
542367047,None
983508625,None
38606846,None
28690225,None
775465166,None
2456550114,None
28690225,None
28690225,None
99367063,None
23289604,None
28690225,None
744442340,None
28690225,None
2479088160,None
3166153645,None
28690225,None
1404087277,None
42769304,None
828518882,None
563699932,None
47353721,None
460721800,None
495650403,None
28690225,None
168295041,None
169804331,None
16834659,None
2516705267,None
1368100356,None
117602839,None
2536846554,None
3368822652,None
518124725,16734909
3087496429,16213404
79062928,None
795050637775937536,None
1113341312,None
3688042154,None
2374260762,None
79062928,None
875443196,None
2799319651,None
529694616,None
2569854282,None
308359254,None
72183405,None
159743606,None
988518521758928896,None
900303506606743552,None
29318136,None
2569854282,None
28690225,None
2951027582,None
2556511814,68640609
117602839,66917778
388125509,None
999227088681881602,None
875443196,None
2773012519,1009022579900702721
2378357270,None
55113432,None
28690225,None
37635320,None
959272765772546049,None
771168108,None
1368100356,None
32323120,None
226857183,None
49955723,None
846935654583951364,None
731040612846182400,1113341312
55113432,None
404508332,None
842258560499109888,17831767
29318136,None
243882040,None
773706154501345280,None
3218825124,31585344
405997483,None
252866356,None
779278891638632448,2555478498
313261835,None
729104859991957505,None
3281176050,None
999227088681881602,21075591
910705292345622528,None
34616293,277587532
241662602,124473350
400369512,None
55113432,None
825517433859432448,None
116421464,None
23907461,None
224160730,16094885
400369512,None
262409107,None
1020090815601786880,None
3087496429,None
405997483,None
2951027582,None
576825236,None
262409107,None
812138855008583680,None
28690225,None
812138855008583680,None
185991141,17250722
3452661694,None
1559380766,None
540494985,None
343096504,None
405997483,None
404508332,None
158899570,None
249895981,None
2678614296,None
158871917,None
405997483,None
779278891638632448,554170358
812138855008583680,None
3288075858,None
4856510102,17831767
158871917,None
44340706,None
129154489,None
1115446855,None
203337685,None
34480767,None
400369512,None
812138855008583680,None
2295387722,None
1403494603,None
55113432,None
15248759,None
158871917,None
1584697423,None
2777532764,None
2848215810,None
353508962,None
64645945,None
3145290074,None
467994710,None
2777532764,None
3192020780,None
2619185882,None
34616293,3789793212
3039250740,None
3485382014,None
1404087277,None
912342698,None
363822984,None
2777532764,None
3039250740,None
987835920983310336,None
343096504,None
825517433859432448,None
3053859156,None
969275161,None
17250722,None
2906724325,None
82219841,None
150844336,None
44340706,16094885
116421464,None
103761767,None
23769966,None
165655235,None
1100056406,None
1487643972,None
185554632,None
388125509,None
1319427601,None
1263921624,None
3087496429,None
55113432,None
619017465,20138772
37635320,None
1044008215455780864,None
2456550114,None
715626890,None
1048512987093336064,None
4767543901,None
16240917,None
893825913019920384,None
608074792,None
3002679840,None
1100007859,23879043
24623087,None
2812028293,None
893825913019920384,None
1100007859,None
336233236,None
2812028293,None
460721800,None
2213249280,124473350
564488633,16213404
729104859991957505,None
3017117025,1113341312
875443196,4588114813
1259161086,None
729104859991957505,None
2777532764,None
71172514,None
388125509,None
67166472,None
974248013240590338,None
1368100356,15815674
2906724325,None
274818120,None
159743606,None
1049105914026844160,None
779278891638632448,1557458935
99367063,None
1586888442,None
875443196,None
621770560,None
987835920983310336,None
23865602,11781162
2799319651,None
923120359808704512,20138772
137777900,None
816795555582001152,None
1849555482,None
1412036527,710209086
901385391638421504,None
23119369,None
55113432,None
922361848703328257,None
2812028293,None
3163038860,2370992856
101092370,None
58352165,None
820092093783605248,237920909
48673284,None
121541121,None
908203511170531329,None
869760641325645824,None
60448583,None
388125509,None
2685926647,16213404
99367063,None
349572767,None
369158562,None
543742109,None
922361848703328257,None
707099809,None
1738433652,None
405997483,None
380911204,None
1404087277,None
17918250,None
349572767,None
1100007859,23879043
3166153645,None
172081908,None
25498134,None
2283049465,None
2906724325,249895981
237612784,None
306600363,None
1263921624,None
159743606,None
922361848703328257,None
3166153645,None
55113432,None
63941526,None
1259161086,None
884458780657831936,16734909
1113341312,None
13495832,None
309621851,None
922361848703328257,None
1348465843,16213404
341236445,None
869760641325645824,2603192304
18753424,None
405997483,None
2507342209,None
923120359808704512,16213404
2733971311,None
377240272,None
55113432,None
770512297018007553,None
1285557776,None
66917778,329533140
402300071,None
2812028293,None
309621851,None
71172514,None
349572767,None
788532504626012160,None
986440664719097856,262512212
406804783,None
2659475605,None
3436987944,None
818958306,None
596969539,None
2906724325,None
770512297018007553,None
963149989449949184,None
3022411928,None
349572767,60779696
2589086480,None
405997483,None
4799985554,None
407293901,None
349572767,None
950518859018088448,None
77614751,None
15248759,None
971712014589440001,None
819197365,None
3022411928,None
203835977,None
788237816941547520,None
405997483,None
324908191,17831767
172081908,None
994594957,None
158871917,21075591
912342698,None
1498326793,235133746
293852007,None
66917778,None
82813726,None
460721800,None
27138454,None
16094885,None
1223709926,None
400495760,None
2283278034,None
405997483,None
3141635426,None
970113980780896256,None
2429615682,None
1259161086,None
15248759,None
1849555482,None
233319280,1113341312
405997483,None
2910955801,None
349572767,None
991631387441512448,None
780255979539542016,None
15248759,None
922361848703328257,None
780255979539542016,None
3141635426,None
922361848703328257,None
509319460,None
67005265,None
3014193169,None
922361848703328257,None
922361848703328257,None
44340706,None
2441617381,None
1115446855,None
228853466,None
621770560,None
22718464,None
828518882,None
906312971172896768,None
90749334,16734909
349572767,None
60448583,None
165720523,1113341312
377277534,None
3558982573,None
349572767,None
1259161086,None
75337774,None
509319460,None
509319460,None
970113980780896256,16094885
2509010496,None
35900933,None
621770560,76842602
1034284633,1132832803
158871917,21075591
305907025,None
2957662632,23879043
1849555482,None
99370007,None
44340706,None
158871917,None
249895981,None
23700113,None
1277390226,None
1526946950,None
366294491,None
17361364,None
237612784,None
44340706,None
411304870,None
47353721,None
2507342209,1113341312
475967118,None
73981267,None
2507342209,None
94070471,None
55113432,None
1849555482,None
126420396,None
54011034,None
1034284633,None
987835920983310336,None
2456550114,None
3166153645,66917778
349572767,None
922361848703328257,None
730692610675724289,None
358506497,None
922361848703328257,None
75748922,None
51291712,None
727039754,None
970113980780896256,None
156464691,None
277260505,None
569023390,None
82813726,None
3713091,None
16094885,None
269581619,None
74382140,None
121639467,None
57248499,None
970113980780896256,None
4006732812,None
82813726,None
114878082,None
55113432,None
3309576164,None
107918290,None
2777532764,None
60448583,None
379593708,None
1013601665377865733,None
255715433,None
203835977,None
919883618,None
237612784,None
55113432,None
3166153645,None
308359254,None
970113980780896256,None
249895981,None
1034284633,None
381851179,None
922361848703328257,None
2659475605,None
455614452,None
1170624643,16213404
21727982,21075591
922361848703328257,None
363008381,None
914249614848548864,None
936515842711339010,None
55113432,None
161967179,None
284228804,None
2951027582,None
16094885,None
914249614848548864,None
224160730,1113341312
349572767,None
159743606,None
1034284633,None
158871917,None
1092378031,None
16304706,None
1447740726,None
35900933,None
51291712,None
349572767,None
954932857138331653,121639467
425580734,None
781338816,None
2409584834,None
166886751,None
500555086,None
158123632,None
1007900407538962433,None
730692610675724289,None
185554632,None
401840869,None
308359254,None
433060763,None
1646191236,None
47551969,None
922361848703328257,None
425580734,None
266919237,None
185554632,None
3288075858,None
1034284633,None
243495444,2191781708
2148632054,None
44306829,None
27138454,None
22095149,None
1390255747,16213404
425580734,None
1034284633,None
228853466,66612373
2885602614,None
1033771927,None
1041881043878281217,None
159743606,None
126420396,None
158871917,1240407498
725530471,None
922361848703328257,None
624461722,18753424
2777532764,None
95559664,None
158871917,None
158871917,None
44340706,None
3141635426,None
1646191236,None
2708218892,None
44306829,None
922361848703328257,None
948841982,None
425580734,None
9235982,None
509319460,None
326639353,None
509319460,None
188143601,16213404
62711294,None
55113432,None
2777532764,None
1293431593,None
922361848703328257,16213404
176306346,1029612428026204160
3258775758,None
400312531,None
292236129,22993014
55113432,None
3368822652,None
62711294,None
29359951,842258560499109888
895269797285437441,None
497750790,None
764717481986367488,None
922361848703328257,None
380911204,None
1041881043878281217,None
25034874,None
1034284633,None
15911473,None
158871917,183770461
914249614848548864,None
1404198121,None
537857276,None
2371322222,16213404
3288075858,None
2787826921,None
35580960,16734909
2777532764,None
176306346,None
771482928018706432,None
1058472677285990400,None
330937363,None
557366938,None
914249614848548864,None
388125509,None
1298592511,None
922361848703328257,None
1646191236,None
44340706,None
88289871,16213404
2456550114,None
404508332,None
922361848703328257,None
885806226663022593,None
3368822652,None
481572703,None
2659475605,None
369158562,None
2885602614,None
1007900407538962433,None
2580382098,None
20352984,2768501
388125509,None
3316811522,None
557366938,None
924155222921904128,None
288737862,None
369158562,None
81511304,None
2483358715,19050000
1034284633,None
3158539489,None
546765821,1060067456884985856
20352984,None
62628195,None
509319460,None
922361848703328257,None
14944735,None
40426726,None
1552409378,None
914249614848548864,None
842544334226386944,None
152542678,None
114878082,None
44340706,None
369158562,None
509319460,None
546765821,1060067456884985856
725530471,None
108273993,None
561549614,None
2450621492,None
55113432,None
19050000,None
2507342209,None
398286778,None
3141635426,None
388125509,None
233319280,121639467
296596317,None
172081908,None
914249614848548864,None
296596317,None
44340706,None
521588541,None
922361848703328257,None
928190600385458181,28026149
27607301,None
2374260762,None
2187072026,None
922361848703328257,None
44340706,None
914249614848548864,None
803947171,None
509319460,None
1447740726,None
1552409378,None
35900933,160856325
123065985,None
3219376382,None
388125509,None
914249614848548864,None
353508962,None
557366938,None
336828167,None
404508332,26607837
2777532764,None
19198034,None
159743606,None
35900933,None
2402502044,None
922361848703328257,None
1514621460,None
4887151622,None
1646191236,None
3141635426,None
336828167,None
17429043,None
404508332,None
933821267907612674,None
2777532764,None
48673284,None
937243536549748738,937243536549748738
1348465843,16213404
4532748434,None
970113980780896256,176306346
1365655274,None
2906724325,None
578585757,None
937243536549748738,None
1333360170,None
20912281,None
3194207756,None
4532748434,None
922361848703328257,None
42512937,None
336828167,None
26185970,None
922361848703328257,None
842544334226386944,None
2787826921,None
336828167,None
411972141,None
970113980780896256,None
961997551015682049,None
67244474,None
87577042,None
44337500,None
1365655274,None
398007505,944465451727314944
25034874,None
2680788014,None
369158562,None
1646191236,None
404508332,None
487290513,None
35900933,None
922361848703328257,None
1298592511,None
44340706,None
29359951,None
1337678305,None
27337268,None
44337500,None
138294089,None
937243536549748738,None
296596317,None
336828167,None
281010055,None
328717998,None
597683994,None
371562839,16213404
1005411143135850496,None
17353325,None
385812173,None
1005411143135850496,None
336828167,None
17353325,None
937243536549748738,1333360170
445997692,None
17353325,None
2685926647,20032587
400495760,984558778375749632
1298592511,None
417047832,31585344
2507342209,None
87577042,None
2507342209,None
58727166,None
1015834210328719361,None
262486042,None
369158562,None
149086569,None
970113980780896256,730692610675724289
23240462,None
79062928,None
1003233384221380608,None
759236452588871680,None
2396932903,None
215221075,None
759236452588871680,None
303473785,None
1037230952345264128,None
842258560499109888,29359951
914249614848548864,None
38264030,None
336828167,None
107918290,None
336828167,None
305851108,108273993
740306971,None
785019956949716992,237612784
2787826921,None
228853466,626294220
575295839,571488084
67244474,None
2402502044,None
2783889828,None
336828167,None
146320306,None
611526108,None
492730504,None
1040184839322787840,None
954104734822023169,121639467
1365655274,None
575295839,1333360170
481572703,None
2500609754,None
1006020988113309701,None
249895981,None
176306346,970113980780896256
2579979278,None
549862530,None
1029275871754870785,2884771
45524652,None
774683600805437440,None
487290513,None
44340706,None
798034514,None
336828167,None
336828167,None
2787826921,None
2733971311,None
71106714,None
233319280,22993014
17353325,None
179071092,21075591
1498326793,None
721131472669659136,None
467038656,None
1297352851,None
983508625,None
3315691627,None
62628195,None
44340706,None
18470104,None
2681948222,None
969461856912814082,None
62628195,None
948841982,None
2930530406,None
881671557080244224,None
537092272,None
249895981,None
215940903,None
814568231495077892,None
24623087,None
948841982,None
772564064836939778,None
45498772,None
2589086480,None
42571871,19489002
17353325,575295839
142901292,None
1849534285,None
253410837,571488084
3014193169,None
1365655274,None
836539255,None
17353325,None
333011425,None
551483643,None
1365655274,None
1849555482,None
3309576164,None
509319460,None
919142077518237697,None
411972141,None
1365655274,None
895229227947008004,None
2787826921,None
24623087,None
487290513,None
1849555482,None
793704036952264706,None
172081908,None
798034514,None
245295473,None
179071092,487332963
44340706,None
2450621492,None
183118985,None
2346188370,None
500555086,None
35900933,178668890
24623087,None
146320306,None
270248557,None
309267035,None
1100235290,None
770512297018007553,None
1003233384221380608,None
17358007,None
215940903,None
508741229,None
18663834,None
773362619830849536,None
744796496315326465,None
19277583,None
2563127480,None
785019956949716992,76842602
773362619830849536,None
2443779228,None
481572703,None
509319460,None
2786816894,None
49206653,None
16794226,None
551483643,None
740306971,None
1333360170,95091601
1031725891766738944,None
773362619830849536,None
4922959274,None
404508332,None
385812173,None
2324991210,None
44340706,399265360
903822128155262976,18753424
51898019,499696436
922361848703328257,None
914249614848548864,None
798034514,None
2338024555,None
2940190675,None
25439741,None
585536758,None
1509906926,None
27138454,None
249895981,None
37605840,None
709933756799291394,None
18663834,None
2681948222,66917778
432923290,None
897367710568296448,None
922361848703328257,None
2402502044,None
804082501043924992,None
179071092,262512212
1006020988113309701,None
336828167,None
1038970825699774465,730692610675724289
2324991210,None
369158562,None
158871917,None
336828167,None
1404087277,None
3502788140,233319280
380775559,393762976
34167789,None
1260739622,None
1333360170,1333360170
814568231495077892,None
922361848703328257,None
948841982,None
912342698,None
781338816,None
853729045,None
1539989670,None
2912663664,None
2199126007,None
1060484884458655744,None
1005411143135850496,None
18663834,None
709933756799291394,None
2573938082,None
38582485,None
922361848703328257,None
20494945,None
172279923,None
82219841,None
138287230,None
2402502044,None
336828167,None
3315691627,None
1034284633,None
2589086480,None
497576314,None
1539989670,None
1005411143135850496,None
17353325,None
20494945,None
814568231495077892,None
175243720,None
1468323792,None
17353325,None
912342698,None
62794561,None
948841982,None
420929920,None
2456550114,None
130668639,None
147040968,None
17353325,None
2456550114,None
1348299643,None
1297352851,None
293251278,None
814568231495077892,None
2208379765,None
233107255,None
262093392,None
827351735370862593,164178673
2242203192,None
60818222,None
762906414041837568,1057611964094939136
1597408068,None
270670221,None
621770560,None
303590108,3555381912
814568231495077892,None
984558778375749632,None
17353325,None
970113980780896256,253410837
1459353145,None
172081908,None
2456550114,None
1597408068,None
948841982,None
828136795116228608,None
948841982,None
1539989670,None
35900933,176749827
3163362120,None
35900933,None
914249614848548864,1040425817136750592
964336968812253184,None
467038656,None
1539989670,None
774683600805437440,None
2817851108,723151752
3315691627,139328853
270248557,None
87596656,None
1018611146159374336,2904009019
2150172823,None
762906414041837568,1228096075
798034514,None
926495035,None
1149827598,None
4767543901,None
469303983,None
309267035,None
1034284633,None
270248557,None
574229832,None
762412885347700736,None
4757453012,None
279935002,None
4875432925,16463397
107918290,None
20473839,None
3310056226,None
3822817877,None
608074792,None
1108565574,None
762906414041837568,933709050
141412902,None
2180795533,None
756451859640963073,None
356152204,None
17353325,None
3194207756,None
608074792,None
2154530264,None
979522386969034752,None
424870511,None
300510416,None
62628195,None
4286365994,None
75760305,None
3194207756,None
398007505,398007505
1333360170,99370007
2810753491,None
352632770,519388948
17353325,None
18663834,None
17363170,None
57956162,1333360170
826332877457481728,None
44340706,None
2450621492,None
2573938082,None
17353325,None
1463314856,None
172081908,172081908
20817142,None
17353325,None
574229832,None
1597408068,None
2479088160,None
3288075858,None
964336968812253184,None
224160730,14707794
57956162,4286365994
25801841,626294220
1463314856,None
15934372,None
1035083555779428352,None
774683600805437440,None
1859495642,None
172081908,None
22223780,None
744339819166212096,None
1958291082,None
842288667750195200,None
2338024555,842258560499109888
973161381372440576,None
979522386969034752,None
1014522329114783745,None
1597408068,None
224160730,185614627
2733971311,None
2787826921,None
749583302726594560,None
2450621492,None
773362619830849536,None
1597408068,None
14914045,None
159003619,None
922361848703328257,None
1030927122875834368,None
380910579,None
3315691627,None
17353325,None
1463314856,224160730
475780866,574166644
922361848703328257,None
1463314856,None
17353325,None
625122575,None
42553701,614246029
984558778375749632,None
398007505,None
3122406852,None
544918477,None
560664451,125486974
175243720,None
798034514,None
113272772,None
175243720,None
35992483,None
111463443,None
356152204,2483358715
629050900,34116377
922361848703328257,None
266919237,None
175243720,99370007
1333360170,None
175243720,None
22223780,None
3288075858,None
3004590187,None
2295997100,None
3141635426,None
1034284633,None
920095676,None
284933456,None
1597408068,None
4767543901,None
1661808426,None
23275356,None
264387094,None
26813486,None
249742970,None
42571871,None
922361848703328257,None
79062928,None
1899126840,None
922361848703328257,None
1584786182,None
470651164,None
17615430,None
498558547,None
979522386969034752,None
509319460,None
38582485,None
1018660693,None
1584786182,None
509319460,None
175243720,None
744796496315326465,None
2350752482,None
233018450,None
33798261,None
744796496315326465,None
1012662663472545794,2603192304
895269797285437441,None
948841982,None
8197942,None
431102415,None
9560992,None
2842485422,465936656
15934372,None
392528529,None
3314154794,None
2872706004,None
79062928,None
3141635426,None
36273697,None
1242897043,None
2348363610,None
16845518,None
276943235,None
1661808426,None
1404087277,None
1468323792,None
47788898,None
22586137,None
1426865454,None
398007505,None
270248557,None
636186580,None
3163362120,None
1899126840,None
1663972316,None
1012662663472545794,1012662663472545794
570408824,None
1426865454,None
1549267111,21075591
302334994,None
936515842711339010,None
1663972316,None
2777532764,None
307580242,None
953520138216550400,93766096
599715797,None
970113980780896256,None
1661808426,None
979522386969034752,None
132464609,None
321326257,None
17353325,None
2795435178,None
424621873,None
1597408068,None
3141635426,None
266919237,None
2816769210,21075591
4722989582,None
970113980780896256,None
173629507,None
178668890,None
2816769210,None
172081908,None
1642882033,None
44340706,None
237612784,None
293251278,None
1899126840,None
1422820436,None
1012662663472545794,2603192304
769150197091954689,769162501204373504
17353325,None
866877650307956736,None
175243720,None
1899126840,None
336828167,None
277425776,None
175243720,None
336828167,None
2479310834,None
979522386969034752,None
347236113,None
26910186,None
814568231495077892,None
2283278034,None
1899126840,None
1597408068,None
814568231495077892,None
1221027217,None
842258560499109888,2338024555
1020090815601786880,None
814568231495077892,None
827467712968347652,2159963712
740371440,1113341312
512477370,None
2586866479,None
101885429,None
2812764582,None
922361848703328257,None
175243720,None
146320306,None
798034514,None
2283278034,None
175243720,15250661
57837555,903822128155262976
2902100239,None
305980198,None
1012662663472545794,None
175243720,None
1020090815601786880,1333360170
509319460,None
979522386969034752,None
53106072,None
922361848703328257,None
561549614,None
889802245021282304,None
2472751970,None
1012662663472545794,None
720275402,171437375
175238215,None
912342698,None
3314154794,None
512477370,None
2301078271,None
730692610675724289,None
1003361378,None
730692610675724289,None
53106072,None
146320306,None
512477370,None
23306207,None
2812764582,None
260388162,None
919858469783531521,None
885658005114503168,None
375621253,None
316291931,None
611753395,None
826332877457481728,None
24799296,17250722
560664451,None
512477370,None
431102415,14707794
395615772,None
38314847,None
512477370,None
17353325,None
3256701571,None
512477370,None
53898458,None
2386229700,None
14817102,None
4683000176,None
1012662663472545794,623582827
260388162,None
14817102,None
389972564,None
3060159337,None
922361848703328257,None
842258560499109888,29359951
