usr_id,mentions
1113341312,16734909
1113341312,118942188
3688042154,1333360170
3688042154,16734909
2374260762,2354745823
79062928,269815420
875443196,16509444
2799319651,2456550114
529694616,None
2569854282,16834659
308359254,159743606
72183405,2916395070
