usr_id,hashtags
749740268333568000,qanda
1445177300,madness
1445177300,auspol
1445177300,qanda
21163415,qanda
929646993831424000,qanda
899493183071035392,qanda
303525954,qanda
1661565902,qanda
229823662,qanda
1419366470,qanda
2855113556,qanda
579774943,qanda
579774943,morepopcorn
107918290,qanda
843035790,nbn
843035790,qanda
2812567998,qanda
373149557,elections
373149557,wentworthvotes
373149557,gw
373149557,lgbti
373149557,libspill
373149557,auspol
373149557,qanda
747219321198280704,qanda
145837395,qanda
170931116,qanda
170931116,auspol
704234715989954560,qanda
164975989,qanda
164975989,auspol
25036511,qanda
1943647196,qanda
1044448526925627392,qanda
1044448526925627392,auspol
2232413760,qanda
1527339204,qanda
1527339204,auspol
483608501,qanda
29947296,qanda
15912718,qanda
483275549,qanda
483275549,auspol
806308487252746240,qanda
176811097,qanda
457935001,None
823329,qanda
249457691,qanda
22337121,qanda
60779696,qanda
3183927258,qanda
3555381912,auspol
3555381912,qanda
134712362,qanda
134712362,auspol
384233102,qanda
360897540,qanda
17353325,qanda
17353325,auspol
3022615789,qanda
2175152556,qanda
2460748716,blameabbott
2460748716,bringbackabbott
2460748716,qanda
3305411754,qanda
15715727,qanda
18710072,qanda
21629610,qanda
224594647,engineeredthecoup
224594647,tonyabbott
224594647,peterdutton
224594647,qanda
249457691,qanda
43801405,None
4899639072,qanda
17682476,qanda
746593379597721600,qanda
3192860216,jobsandgrowth
3192860216,qanda
130668639,qanda
44091722,qanda
151543415,qanda
249457691,qanda
228306267,None
30755003,qanda
4763200046,qanda
167633479,auspol
167633479,qanda
163728684,qanda
1601937732,None
373149557,libspill
373149557,scumo
373149557,auspol
373149557,qanda
1344228505,qanda
21242757,qanda
2148305090,qanda
2148305090,auspol
2916395070,qanda
2916395070,auspol
48634035,nbn
48634035,qanda
983756061244055552,qanda
159799485,None
840050405878845440,turnbull
840050405878845440,qanda
2396932903,qanda
24308172,qanda
18710072,qanda
43801405,qanda
43801405,auspol
424621873,qanda
94185085,qanda
3356383392,qanda
3356383392,auspol
618537899,qanda
2299409533,qanda
187376668,qanda
827691771735863296,qanda
164975989,qanda
19684618,qanda
139692032,qanda
64133943,qanda
593660787,qanda
1146707352,qanda
2160931,qanda
2534046396,qanda
249372766,qanda
249372766,auspol
359783468,qanda
107918290,qanda
85053059,qanda
163048682,qanda
1215388154,qanda
1215388154,auspol
1215388154,libspill
2402502044,qanda
22454763,qanda
15227349,None
25036511,qanda
320145267,qanda
25664945,qanda
2573938082,None
253410837,qanda
29420301,qanda
1111034706,qanda
60779696,qanda
1206858936,junkee
1240165316,qanda
20838395,qanda
22348841,qanda
95091601,auspol
114452953,qanda
1631423353,None
700914356372910082,qanda
911385596932743173,None
936010549615214592,None
1044448526925627392,qanda
446764989,qanda
1856082044,qanda
28725143,None
42177568,qanda
959171051044458496,qanda
14439107,qanda
2460748716,qanda
2653823557,qanda
881080172522250241,qanda
164975989,qanda
373149557,libspill
373149557,scumo
373149557,auspol
373149557,qanda
78907272,qanda
212500856,qanda
2714544762,qanda
476234086,qanda
1022440703601782784,None
339949245,None
17682476,qanda
17250722,qanda
991234370148036608,qanda
25907015,qanda
391212472,qanda
391212472,nbn
270679223,qanda
20824424,qanda
2450695795,qanda
15715727,qanda
44091722,qanda
551740708,qanda
106286424,auspol
106286424,qanda
21242757,qanda
170132632,qanda
170132632,auspol
249599808,qanda
24308172,qanda
162607383,qanda
1344228505,newspoll
1344228505,qanda
130668639,qanda
25978296,qanda
268528079,None
1487213216,None
483608501,None
612440918,qanda
110399904,qanda
110399904,auspol
420135247,auspol
420135247,qanda
66917778,auspol
44303836,qanda
940019184657825792,None
1672847378,qanda
1672847378,auspol
43801405,disappointed
43801405,auspol
31688219,qanda
90501912,qanda
580800202,qanda
59691543,qanda
63710101,qanda
373149557,libspill
373149557,scumo
373149557,auspol
373149557,qanda
746896441,qanda
457935001,None
2460748716,qanda
23052065,qanda
2872004838,qanda
374512020,None
24625637,qanda
24625637,mypoorcouch
580800202,qanda
17896551,qanda
17896551,sojuicy
59389707,None
1155947208,qanda
1155947208,nbn
1155947208,violenceagainstwomen
14439107,qanda
387530172,qanda
30646765,qanda
16627712,changetherules
16627712,qanda
224988372,auspol
224988372,qanda
23161275,None
2573938082,qanda
2573938082,auspol
107918290,robertson
107918290,qanda
36883461,qanda
543143395,qanda
543143395,turnbullmalcolm
1890229081,qanda
25789302,qanda
164131639,None
265219835,qanda
265219835,usa
265219835,ambassador
265219835,auspol
101423708,qanda
35916487,qanda
168130981,None
163767099,usmidterms
163767099,usmidterm
163767099,uspoli
1248016358,qanda
1248016358,auspol
554060122,qanda
572517071,None
2675562673,None
25978296,qanda
216989103,qanda
2351048336,None
18851974,qanda
76842602,None
1051794430359826432,None
820757887299399680,qanda
940019184657825792,None
1557458935,None
3055873556,qanda
3055873556,sheahanpereira
64380320,cantalk
64380320,qanda
1318465213,qanda
276763982,qanda
229823662,qanda
221649615,None
1180481659,qanda
2602506410,qanda
48843089,qanda
48843089,waffle
933826171,None
54873716,qanda
446764989,qanda
49579094,None
2457588668,qanda
2457588668,auspol
2991894054,qanda
19234806,qanda
1060338999611420672,None
1654861243,qanda
2415566748,qanda
445880830,qanda
30646765,qanda
20909123,qanda
373149557,libspill
373149557,scumo
373149557,turnbull
373149557,auspol
373149557,qanda
181461665,qanda
303525954,qanda
80502310,qanda
823329,qanda
209942777,qanda
85053059,qanda
2148305090,qanda
130668639,qanda
24336528,qanda
838325978929618944,qanda
50610631,None
2460748716,qanda
814568231495077892,qanda
1654861243,qanda
164975989,qanda
2402502044,qanda
1039673719080333313,qanda
17250722,malcolm
17250722,qanda
1008644438246109184,qanda
708615544421756929,None
2507337876,qanda
48843089,qanda
3120268461,qanda
805322383217160192,None
25036511,qanda
240951988,qanda
44091722,qanda
413755830,qanda
413755830,truthbetold
413755830,auspol
309621851,qanda
309621851,malcolmturnbull
309621851,nbn
309621851,mathiascormann
309621851,belgium
3000608887,qanda
1644849428,qanda
512774696,qanda
825621099203305474,qanda
25278550,qanda
25278550,bacheloretteau
18789291,qanda
18789291,goodonyew
262409107,qanda
262409107,auspol
261097885,qanda
261097885,auspol
307811039,qanda
457935001,None
107918290,blusterbus
107918290,qanda
1033826336,qanda
47946537,qanda
20355179,None
2485269284,qanda
138559532,qanda
371646780,None
914553998614466560,qanda
704234715989954560,qanda
483608501,qanda
253410837,qanda
1206858936,qanda
349944567,None
214770574,auspol
214770574,qanda
3404786713,auspol
17682476,qanda
27572392,None
394529489,None
2288681665,qanda
1015176926665703425,None
309621851,qanda
309621851,malcolmturnbull
309621851,nbn
309621851,mathiascormann
309621851,belgium
3383978613,qanda
3383978613,fairdinkum
3383978613,kevinrudd
371646780,None
864016860626296832,qanda
3054088808,devo
3054088808,qanda
25463487,None
1545272263,None
3555381912,None
756822525129003008,qanda
491227971,qanda
2681647628,qanda
2636211890,qanda
1051449101483560960,None
20122977,qanda
78851923,qanda
114452953,None
2218476913,None
559223515,qanda
176269471,qanda
510813253,qanda
1527339204,qanda
29359951,qanda
25036511,qanda
3022615789,qanda
612440918,qanda
3243893253,qanda
15715727,qanda
49975241,qanda
20909123,qanda
497784358,qanda
38392608,qanda
130668639,newspoll
130668639,qanda
1650008658,qanda
384789530,qanda
1040425817136750592,qanda
160001397,qanda
156794570,qanda
2653823557,qanda
420135247,auspol
420135247,qanda
293782486,None
1008644438246109184,qanda
782959125076414464,lapelpin
782959125076414464,scomo
782959125076414464,coincidence
782959125076414464,qanda
446764989,qanda
3305569202,None
1020168871246888960,None
34775569,qanda
19684618,qanda
700914356372910082,qanda
1108104595,qanda
631790990,qanda
612498975,qanda
2402502044,qanda
42868418,qanda
445880830,qanda
264175249,qanda
22907874,qanda
151543415,qanda
260532533,qanda
536088881,qanda
56571249,auspol
56571249,scomo
932911346,None
15912718,qanda
25978296,qanda
373149557,libspill
373149557,auspol
373149557,qanda
182170529,qanda
823329,qanda
281897397,qanda
281897397,auspol
224594647,leatherjacket
1644849428,qanda
2460748716,qanda
208051179,qanda
17203386,qanda
371646780,qanda
53864354,None
3356383392,qanda
25036511,qanda
3996268452,None
81559648,qanda
3102908108,qanda
39670640,qanda
2601524623,qanda
2601524623,auspol
480056249,qanda
480056249,malcolmturnbull
4899639072,qanda
25664945,nauru
25664945,qanda
581098353,None
1035861392941895680,crypto
1035861392941895680,cryptocurrency
1035861392941895680,bitbenderaddiction
1035861392941895680,bitbenderinaction
1035861392941895680,vulcanocoin
1035861392941895680,bitbender
1429950312,qanda
1429950312,auspol
44091722,qanda
1662016292,qanda
136548362,qanda
798994719938265092,qanda
798994719938265092,auspol
340242890,qanda
2855113556,qanda
21463094,qanda
2191681093,qanda
801741319496339456,scomo
801741319496339456,trump
801741319496339456,notmyaustralia
801741319496339456,notmypm
801741319496339456,rethink
801741319496339456,respect
1360638199,qanda
78907272,qanda
2281867076,None
48843089,qanda
4899639072,qanda
562536268,wherestheleatherjacket
744457878661009408,qanda
1739847991,scomo
1739847991,qanda
1672847378,qanda
1672847378,auspol
53510256,None
1155947208,qanda
23714546,qanda
961447231571116032,qanda
37645010,qanda
15715727,qanda
290914079,qanda
1000523039321161728,qanda
727774679293923329,lineandlength
727774679293923329,thejacket
94770065,qanda
42177568,auspol
42177568,qanda
2160931,qanda
989342196162678784,None
17250722,qanda
151498176,auspol
373149557,libspill
373149557,turnbull
373149557,abbott
373149557,auspol
373149557,qanda
369158562,None
220271183,None
467130216,auspol
315651768,qanda
525006087,scomo
525006087,pmlive
525006087,qanda
525006087,turnbull
2812001575,qanda
48843089,qanda
1363461480,None
25907015,qanda
1206858936,qanda
3022615789,qanda
108852664,None
483608501,qanda
42361742,auspol
42361742,qanda
520245805,qanda
287085540,qanda
287085540,bacheloretteau
25036511,qanda
1376950904,None
746896441,qanda
229823662,qanda
2148305090,qanda
31069012,None
557344637,qanda
890354317,qanda
92624890,qanda
3555381912,auspol
3555381912,qanda
192457318,qanda
417797707,qanda
387530172,qanda
716388817242968064,qanda
43014721,qanda
221649615,None
55737360,qanda
59691543,qanda
1060458175361478656,qanda
21242757,qanda
21979491,qanda
3662331,qanda
28986343,qanda
2579554963,qanda
2812567998,qanda
108852664,qanda
269059493,None
277857690,qanda
4899639072,qanda
4899639072,waffle
3102908108,qanda
95399839,qanda
618537899,qanda
823097759649579009,None
138330075,qanda
2893387628,qanda
2893387628,auspol
214770574,qanda
457935001,qanda
174082870,qanda
173639428,qanda
1006726188729917440,qanda
168473130,qanda
5849482,qanda
2460748716,qanda
38392608,qanda
23052065,qanda
95091601,auspol
95091601,qanda
704234715989954560,qanda
1466312012,None
243882040,None
827691771735863296,qanda
219089769,nbn
219089769,qanda
130668639,qanda
446764989,qanda
3142098131,rwnjs
3142098131,lnp
276763982,qanda
252591436,qanda
252591436,stopadani
1054759711,None
1215388154,qanda
60016017,None
373149557,libspill
373149557,rudd
373149557,abbott
373149557,ghosts
373149557,auspol
373149557,qanda
237110655,None
814568231495077892,qanda
814568231495077892,auspol
881080172522250241,qanda
870142774582026246,None
394529489,None
20838395,qanda
1033187471142440960,qanda
260106537,qanda
2556710096,qanda
221649615,None
843035790,qanda
249599808,qanda
188657822,qanda
833536909,qanda
1363461480,qanda
6190272,qanda
1261532071,qanda
285505398,auspol
249913529,qanda
381446240,qanda
2681948222,auspol
2681948222,qanda
2589379322,qanda
213379405,qanda
25664945,qanda
147040968,qanda
805322383217160192,tonyabbott
805322383217160192,peterdutton
3812899180,None
2402502044,qanda
18131073,qanda
202131330,qanda
70853866,None
936010549615214592,None
15510386,qanda
15715727,qanda
28793850,qanda
3055873556,qanda
3055873556,sheahanpereira
57776705,qanda
2175152556,qanda
480056249,qanda
480056249,smoothoperator
480056249,madashell
840050405878845440,qanda
21463094,qanda
17353325,None
1654861243,qanda
26208548,marklatham
26208548,qanda
16303952,qanda
3305569202,None
281897397,qanda
853993176,qanda
977503490258878465,qanda
1333360170,qanda
287143228,auspol
287143228,qanda
487332963,qanda
799802478833242112,qanda
1039835951554420736,qanda
3383978613,qanda
3383978613,nbn
3383978613,ndis
40182193,qanda
272761009,None
175243720,None
337382401,qanda
219089769,None
891638122018095104,None
132445467,qanda
373149557,libspill
373149557,asylum
373149557,gw
373149557,scumo
373149557,auspol
373149557,qanda
305314354,None
2450699564,qanda
3040447639,None
2601524623,qanda
183492539,None
1008644438246109184,qanda
278404976,qanda
107918290,qanda
22187462,None
483608501,qanda
313187605,vengabus
313187605,qanda
81731342,qanda
816615996,qanda
886742549209030656,None
1654861243,qanda
446764989,qanda
284102172,qanda
24336528,climatechange
24336528,qanda
1882534884,qanda
14746450,qanda
460767452,qanda
460767452,warringahvotes
62794561,qanda
62794561,tinear
62794561,fraudband
62794561,malsmonument
59691543,qanda
704234715989954560,qanda
273939142,qanda
843249580351348737,qanda
229823662,qanda
163728684,qanda
1487213216,qanda
384789530,qanda
169840366,None
2301078271,None
26694521,qanda
25463487,None
813276,None
700914356372910082,qanda
25036511,qanda
2594593944,None
2594593944,qanda
176811097,qanda
4904265235,None
176393345,qanda
130481653,qanda
1031120657013071872,None
29420301,qanda
130668639,qanda
4763200046,qanda
877795221538447360,None
2195541126,None
2681948222,auspol
104758530,qanda
19684618,qanda
94770065,qanda
483275549,qanda
483275549,auspol
1055381716934713344,None
3244096784,qanda
25978296,qanda
1032621676997963776,qanda
34653764,qanda
909053556199587844,qanda
275947438,qanda
618537899,qanda
593660787,qanda
896622942469070848,qanda
373149557,libspill
373149557,neg
373149557,auspol
373149557,qanda
414460605,None
139012276,qanda
1651621050,None
160001397,qanda
384789530,None
374512020,qanda
2916395070,qanda
2916395070,auspol
1031500750352875520,qanda
3022615789,qanda
2148305090,qanda
2536650650,qanda
420135247,qanda
420135247,auspol
214770574,qanda
214770574,auspol
421403485,qanda
421403485,turnbull
3555381912,rewritinghistory
3555381912,auspol
3555381912,qanda
44312583,qanda
25907015,qanda
828914396713738240,help
828914396713738240,hackthedino
828914396713738240,questions
828914396713738240,qanda
828914396713738240,cooldude
828914396713738240,80s
828914396713738240,selfie
828914396713738240,me
2160931,qanda
1974472332,None
324901003,nbn
324901003,lnpfail
38392608,abbott
38392608,qanda
815036728314511360,auspol
815036728314511360,qanda
2485269284,qanda
312991399,qanda
19489002,qanda
276763982,qanda
19263735,qanda
19263735,auspol
360897540,qanda
164131639,None
17682476,qanda
483608501,qanda
44091722,qanda
2995708884,qanda
21242757,qanda
260106537,qanda
288747241,qanda
543143395,qanda
562536268,wherestheleatherjacket
562536268,qanda
2460666277,qanda
224988372,sackthesackers
224988372,qanda
823329,qanda
1481475942,qanda
2580040976,qanda
2580040976,auspol
2995868749,qanda
457935001,qanda
833553929396826112,None
2831068098,qanda
2489255724,qanda
258289977,None
38392608,qanda
2681647628,None
932135957158961152,None
3311026693,auspol
3311026693,qanda
42308514,qanda
16213404,qanda
17250722,qanda
94770065,qanda
124385632,qanda
373149557,elections
373149557,scumo
373149557,qldpol
373149557,alp
373149557,auspol
373149557,qanda
1341381270,None
853993176,qanda
58727166,qanda
6190272,qanda
75936169,None
20355179,None
66917778,auspol
66917778,qanda
131711235,qanda
509319460,longman
700914356372910082,qanda
34775569,qanda
725862937,None
154817578,qanda
2148305090,qanda
47874155,None
44303836,qanda
1526946950,qanda
1344228505,qanda
512774696,qanda
799802478833242112,qanda
1008857228265193472,None
48843089,qanda
10454202,qanda
2460748716,qanda
107918290,qanda
187728730,qanda
19684618,qanda
1008918434384470018,qanda
283267184,qanda
283267184,antirudd
618537899,qanda
1341381270,nbn
2855113556,qanda
95340526,qanda
1323473078,None
2579554963,qanda
381922706,qanda
163048682,qanda
414460605,None
24864618,qanda
20838395,qanda
426070710,None
4899639072,qanda
949019370,None
246186918,qanda
509674759,qanda
1155947208,qanda
1008857228265193472,qanda
36289854,qanda
36289854,auspol
941608664196046848,None
483608501,qanda
62628195,qanda
1044448526925627392,qanda
579774943,qanda
15672964,qanda
1033826336,qanda
814662661,qanda
840513068186587136,qanda
394529489,None
1108104595,longman
345890573,qanda
1330730270,qanda
34653764,qanda
1297604689,qanda
17534514,qanda
47946537,qanda
556772027,None
73284684,None
536088881,qanda
196003713,qanda
373149557,elections
373149557,auspol
373149557,qanda
362743043,qanda
845029439683493888,qanda
33139292,qanda
260106537,qanda
21352453,qanda
21352453,qandaextra
1215388154,libspill
1215388154,auspol
1215388154,qanda
25789302,qanda
15510386,None
53510256,wishscottallthebest
53510256,qanda
42177568,qanda
899493183071035392,qanda
59389707,qanda
2328139452,qanda
30755003,qanda
67244474,auspol
67244474,qanda
178668890,qanda
329539091,qanda
1044288331197108229,qanda
17896551,qanda
17896551,latriceroyal
20838395,qanda
1445053273,qanda
37891446,qanda
37891446,auspol
15715727,qanda
25924468,None
95718878,qanda
95718878,qanda
36883461,qanda
107918290,qanda
56571249,qanda
23052065,qanda
19234806,qanda
42177568,None
1088307564,qanda
612440918,qanda
446764989,qanda
1087695565,None
4790526200,None
78851923,qanda
2402502044,qanda
15608568,None
54441473,qanda
307811039,qanda
42177568,None
36587437,qanda
2399002986,qanda
4899639072,None
426070710,nbn
219089769,newspoll
219089769,auspol
219089769,qanda
741933560118968321,qanda
151364207,qanda
823329,qanda
3305569202,None
27216368,qanda
1654861243,qanda
376113440,qanda
1146707352,qanda
387530172,qanda
2601524623,qanda
214770574,auspol
214770574,qanda
1019122719122583553,qanda
1654861243,qanda
2396932903,qanda
519388948,qanda
171834274,None
490004654,qanda
277857690,qanda
60016017,None
1240165316,qanda
354649467,qanda
260532533,qanda
882349029841031168,qanda
174082870,qanda
169840366,None
1024196881365102593,None
373149557,libspill
373149557,scumo
373149557,turnbull
373149557,auspol
373149557,qanda
922941056,None
2750756900,qanda
3013314961,None
1008857228265193472,None
540744197,qanda
814568231495077892,qanda
457935001,qanda
85795383,qanda
85795383,auspol
49579094,qanda
1006726188729917440,qanda
304856790,qanda
2485269284,qanda
44091722,qanda
933494937898819584,None
483608501,qanda
24336528,qanda
704234715989954560,qanda
154059448,qanda
16590124,qanda
1590437720,qanda
145837395,qanda
94690140,qanda
17250722,qanda
94770065,qanda
899493183071035392,qanda
929646993831424000,None
2976018906,qanda
21971785,qanda
1054035642,qanda
3028948617,qanda
47008273,None
2450699564,scomo
2450699564,qanda
554060122,qanda
296514788,qanda
151543415,None
139692032,qanda
95340526,qanda
26208548,qanda
2837256067,None
243882040,qanda
1323473078,None
33701821,qanda
38392608,qanda
1010376162973892608,None
15715727,qanda
251486833,qanda
867040482,qanda
60779696,reefgate
60779696,qanda
414460605,None
18710072,qanda
18710072,followthemoney
18710072,federalicac
107918290,qanda
1348666956,qanda
384969455,qanda
261461651,qanda
25664945,qanda
2898761366,fizza
25036511,qanda
15250661,qanda
374512020,qanda
446764989,qanda
987646591,qanda
56047334,qanda
3163438189,qanda
2594593944,None
175243720,auspol
175243720,qanda
2460748716,scomo
2460748716,qanda
373149557,libspill
373149557,scumo
373149557,auspol
373149557,qanda
25475854,qanda
25475854,idontlikeit
42177568,qanda
17682476,qanda
104758530,qanda
142143785,qanda
228306267,None
1661565902,qanda
822293729843085313,qanda
16431681,qanda
16431681,auspol
202131330,qanda
23052065,qanda
21995533,qanda
1494336758,None
1004286794446209024,qanda
4546668492,qanda
288462998,qanda
3789793212,None
95399839,None
130481653,qanda
1044448526925627392,qanda
746179001819881472,qanda
1033826336,qanda
922941056,None
887598800453255169,usmidterms
887598800453255169,usmidterm
887598800453255169,uspoli
16627712,qanda
919858469783531521,None
2402502044,qanda
1344228505,qanda
17203386,qanda
21171643,None
260532533,None
1360638199,None
175243720,None
229823662,qanda
229823662,killbill
2423486102,qanda
919858469783531521,None
309966799,qanda
309966799,auspol
255807625,None
2958986096,qanda
860585446493081600,ww1
860585446493081600,archives
860585446493081600,archives4schools
1389313368,None
66917778,auspol
66917778,qanda
6174712,climate
6174712,qanda
2449582513,auspol
2449582513,qanda
94459487,qanda
94459487,qanda
413755830,qanda
413755830,irony
413755830,auspol
289273038,qanda
59691543,qanda
15608568,qanda
480056249,qanda
24640156,None
211113654,qanda
2993129827,qanda
426070710,None
175243720,qanda
580800202,qanda
10454202,qanda
2485269284,None
813276,qanda
714203470698401792,qanda
249599808,qanda
59086819,qanda
19263735,qanda
19263735,auspol
28986343,qanda
414460605,None
219089769,qanda
25907015,qanda
2826188346,qanda
2857407877,qanda
1000523039321161728,None
81559648,qanda
101423708,qanda
44104413,qanda
163728684,qanda
15715727,qanda
19198034,qanda
557344637,3words
557344637,qanda
3166346636,qanda
384233102,qanda
28793850,qanda
941608664196046848,None
264175249,qanda
41461952,qanda
216989103,qanda
369158562,None
373149557,libspill
373149557,scumo
373149557,coag
373149557,auspol
373149557,qanda
1333360170,qanda
17682476,qanda
1039835951554420736,qanda
797149344,qanda
618537899,qanda
42177568,qanda
593660787,qanda
164131639,auspol
164131639,qanda
1033826336,qanda
864068905,None
2507337876,qanda
1376950904,qanda
473799321,qanda
17250722,qanda
31367001,None
95091601,qanda
286872483,None
1330730270,qanda
39670640,qanda
821696732505346048,qanda
42177568,None
362743043,None
368607593,buckleup
368607593,qanda
446764989,qanda
2601524623,qanda
373669546,qanda
3714279612,None
242116353,qanda
25978296,qanda
40408407,qanda
154383048,qanda
205129335,None
1404087277,libspill
1404087277,neg
1404087277,auspol
1404087277,qanda
265931291,qanda
29714420,None
203835977,nbn
219089769,qanda
543143395,qanda
543143395,bringthemhere
132445467,qanda
38392608,qanda
38392608,auspol
25036511,qanda
18710072,qanda
147040968,qanda
31703492,qanda
3825034152,qanda
2882986945,None
16432608,qanda
2402502044,qanda
47874155,None
498575611,qanda
498575611,bringbackmalcolm
347592110,qanda
63871928,qanda
178668890,qanda
107918290,qanda
586138753,qanda
438078162,springst
984372566,qanda
918627886638153728,qanda
23700113,auspol
490004654,qanda
192186952,qanda
24308172,qanda
975538578,qanda
175243720,None
1248016358,qanda
1248016358,auspol
2681647628,climate
2681647628,qanda
29359951,qanda
23412603,qanda
483608501,qanda
66101727,qanda
373149557,libspill
373149557,abbott
373149557,auspol
373149557,qanda
922941056,None
381446092,qanda
2152416404,scomo
2152416404,qanda
4899639072,qanda
546765821,qanda
364706947,None
2916395070,qanda
2916395070,auspol
1039835951554420736,qanda
250539105,qanda
57871450,auspol
2276873690,qanda
37645010,qanda
1672847378,qanda
1672847378,auspol
1601937732,qanda
3555381912,auspol
3555381912,qanda
2328139452,None
1008918434384470018,qanda
40252233,qanda
313187605,qanda
14707794,qanda
216989103,qanda
34653764,qanda
255475096,None
1344228505,auspol
1344228505,qanda
243882040,None
45465394,qanda
877795221538447360,None
756691491582513152,newellhighway
446764989,qanda
2995868749,qanda
288462998,qanda
420135247,auspol
420135247,qanda
299602313,turnbull
299602313,scomo
299602313,qanda
299602313,auspol
16431681,None
483275549,qanda
483275549,auspol
480306928,qanda
1527339204,qanda
1033187471142440960,qanda
3558168674,qanda
3558168674,sakibooboo
3558168674,kortmarshiba
3558168674,malcolmturnbull
3558168674,auspol
3558168674,qanda
3558168674,politicaldog
3558168674,weneedaselfiewithyou
3825034152,qanda
174082870,qanda
